ItemCondition	OriginalTokenNumber	Region	TokenizedTokenNumber	TokenizedWord	Experiment	Item	Condition
# CP1 10 a	6	PreLV	14	ही	CP1	10	a
# CP1 10 a	7	CPLightVerb	15	उड़ाई	CP1	10	a
# CP1 10 a	7	CPLightVerb	16	,	CP1	10	a
# CP1 10 a	8	PreCoordMV	17	रमेश	CP1	10	a
# CP1 10 a	9	PreCoordMV	18	और	CP1	10	a
# CP1 10 a	10	PreCoordMV	19	मोहन	CP1	10	a
# CP1 10 a	0	PreCoordMV	0	जिगरी	CP1	10	a
# CP1 10 a	0	PreCoordMV	1	दोस्त	CP1	10	a
# CP1 10 a	1	CoordMainVerb	2	हैं	CP1	10	a
# CP1 10 a	1	CoordMainVerb	3	।	CP1	10	a
# CP1 10 b	0	PreNounPred	0	मोहन	CP1	10	b
# CP1 10 b	0	PreNounPred	1	की	CP1	10	b
# CP1 10 b	1	PreNounPred	2	शादी	CP1	10	b
# CP1 10 b	1	PreNounPred	3	के	CP1	10	b
# CP1 10 b	1	PreNounPred	4	दिन	CP1	10	b
# CP1 10 b	2	PreNounPred	5	रमेश	CP1	10	b
# CP1 10 b	2	PreNounPred	6	ने	CP1	10	b
# CP1 10 b	3	PreNounPred	7	मोहन	CP1	10	b
# CP1 10 b	3	PreNounPred	8	की	CP1	10	b
# CP1 10 b	4	CPNounPred	9	खिल्ली	CP1	10	b
# CP1 10 b	5	PreLV	10	मौका	CP1	10	b
# CP1 10 b	5	PreLV	11	मिलते	CP1	10	b
# CP1 10 b	5	PreLV	12	ही	CP1	10	b
# CP1 10 b	6	CPLightVerb	13	उड़ाई	CP1	10	b
# CP1 10 b	6	CPLightVerb	14	,	CP1	10	b
# CP1 10 b	7	PreCoordMV	15	रमेश	CP1	10	b
# CP1 10 b	8	PreCoordMV	16	और	CP1	10	b
# CP1 10 b	9	PreCoordMV	17	मोहन	CP1	10	b
# CP1 10 b	0	PreCoordMV	0	जिगरी	CP1	10	b
# CP1 10 b	0	PreCoordMV	1	दोस्त	CP1	10	b
# CP1 10 b	1	CoordMainVerb	2	हैं	CP1	10	b
# CP1 10 b	1	CoordMainVerb	3	।	CP1	10	b
# CP1 10 c	0	PreMVObj	0	मोहन	CP1	10	c
# CP1 10 c	0	PreMVObj	1	की	CP1	10	c
# CP1 10 c	1	PreMVObj	2	शादी	CP1	10	c
# CP1 10 c	1	PreMVObj	3	के	CP1	10	c
# CP1 10 c	1	PreMVObj	4	दिन	CP1	10	c
# CP1 10 c	2	PreMVObj	5	रमेश	CP1	10	c
# CP1 10 c	2	PreMVObj	6	ने	CP1	10	c
# CP1 10 c	3	PreMVObj	7	मोहन	CP1	10	c
# CP1 10 c	3	PreMVObj	8	की	CP1	10	c
# CP1 10 c	4	MVObj	9	पगड़ी	CP1	10	c
# CP1 10 c	5	PreMV1	10	सबके	CP1	10	c
# CP1 10 c	5	PreMV1	11	सामने	CP1	10	c
# CP1 10 c	6	PreMV	12	मौका	CP1	10	c
# CP1 10 c	6	PreMV	13	मिलते	CP1	10	c
# CP1 10 c	6	PreMV	14	ही	CP1	10	c
# CP1 10 c	7	MainVerb	15	उड़ाई	CP1	10	c
# CP1 10 c	7	MainVerb	16	,	CP1	10	c
# CP1 10 c	8	PreCoordMV	17	रमेश	CP1	10	c
# CP1 10 c	9	PreCoordMV	18	और	CP1	10	c
# CP1 10 c	10	PreCoordMV	19	मोहन	CP1	10	c
# CP1 10 c	0	PreCoordMV	0	जिगरी	CP1	10	c
# CP1 10 c	0	PreCoordMV	1	दोस्त	CP1	10	c
# CP1 10 c	1	CoordMainVerb	2	हैं	CP1	10	c
# CP1 10 c	1	CoordMainVerb	3	।	CP1	10	c
# CP1 10 d	0	PreMVObj	0	मोहन	CP1	10	d
# CP1 10 d	0	PreMVObj	1	की	CP1	10	d
# CP1 10 d	1	PreMVObj	2	शादी	CP1	10	d
# CP1 10 d	1	PreMVObj	3	के	CP1	10	d
# CP1 10 d	1	PreMVObj	4	दिन	CP1	10	d
# CP1 10 d	2	PreMVObj	5	रमेश	CP1	10	d
# CP1 10 d	2	PreMVObj	6	ने	CP1	10	d
# CP1 10 d	3	PreMVObj	7	मोहन	CP1	10	d
# CP1 10 d	3	PreMVObj	8	की	CP1	10	d
# CP1 10 d	4	MVObj	9	पगड़ी	CP1	10	d
# CP1 10 d	5	PreMV	10	मौका	CP1	10	d
# CP1 10 d	5	PreMV	11	मिलते	CP1	10	d
# CP1 10 d	5	PreMV	12	ही	CP1	10	d
# CP1 10 d	6	MainVerb	13	उड़ाई	CP1	10	d
# CP1 10 d	6	MainVerb	14	,	CP1	10	d
# CP1 10 d	7	PreCoordMV	15	रमेश	CP1	10	d
# CP1 10 d	8	PreCoordMV	16	और	CP1	10	d
# CP1 10 d	9	PreCoordMV	17	मोहन	CP1	10	d
# CP1 10 d	0	PreCoordMV	0	जिगरी	CP1	10	d
# CP1 10 d	0	PreCoordMV	1	दोस्त	CP1	10	d
# CP1 10 d	1	CoordMainVerb	2	हैं	CP1	10	d
# CP1 10 d	1	CoordMainVerb	3	।	CP1	10	d
# CP1 11 a	0	PreNounPred	0	सारे	CP1	11	a
# CP1 11 a	0	PreNounPred	1	खतरों	CP1	11	a
# CP1 11 a	0	PreNounPred	2	को	CP1	11	a
# CP1 11 a	1	PreNounPred	3	जानते	CP1	11	a
# CP1 11 a	1	PreNounPred	4	हुए	CP1	11	a
# CP1 11 a	1	PreNounPred	5	भी	CP1	11	a
# CP1 11 a	2	PreNounPred	6	विवेक	CP1	11	a
# CP1 11 a	2	PreNounPred	7	ने	CP1	11	a
# CP1 11 a	3	CPNounPred	8	जोखिम	CP1	11	a
# CP1 11 a	4	PreLV1	9	बिना	CP1	11	a
# CP1 11 a	4	PreLV1	10	किसी	CP1	11	a
# CP1 11 a	4	PreLV1	11	हिचकिचाहट	CP1	11	a
# CP1 11 a	4	PreLV1	12	के	CP1	11	a
# CP1 11 a	5	PreLV	13	पलक	CP1	11	a
# CP1 11 a	5	PreLV	14	झपकते	CP1	11	a
# CP1 11 a	6	CPLightVerb	15	उठा	CP1	11	a
# CP1 11 a	6	CPLightVerb	16	लिया	CP1	11	a
# CP1 11 a	6	CPLightVerb	17	,	CP1	11	a
# CP1 11 a	7	PreCoordMV	18	विवेक	CP1	11	a
# CP1 11 a	8	CoordMainVerb	19	ऐसी	CP1	11	a
# CP1 11 a	8	CoordMainVerb	20	हरकतें	CP1	11	a
# CP1 11 a	8	CoordMainVerb	21	करता	CP1	11	a
# CP1 11 a	8	CoordMainVerb	22	रहता	CP1	11	a
# CP1 11 a	8	CoordMainVerb	23	है	CP1	11	a
# CP1 11 a	8	CoordMainVerb	24	।	CP1	11	a
# CP1 11 b	0	PreNounPred	0	सारे	CP1	11	b
# CP1 11 b	0	PreNounPred	1	खतरों	CP1	11	b
# CP1 11 b	0	PreNounPred	2	को	CP1	11	b
# CP1 11 b	1	PreNounPred	3	जानते	CP1	11	b
# CP1 11 b	1	PreNounPred	4	हुए	CP1	11	b
# CP1 11 b	1	PreNounPred	5	भी	CP1	11	b
# CP1 11 b	2	PreNounPred	6	विवेक	CP1	11	b
# CP1 11 b	2	PreNounPred	7	ने	CP1	11	b
# CP1 11 b	3	CPNounPred	8	जोखिम	CP1	11	b
# CP1 11 b	4	PreLV	9	पलक	CP1	11	b
# CP1 11 b	4	PreLV	10	झपकते	CP1	11	b
# CP1 11 b	5	CPLightVerb	11	उठा	CP1	11	b
# CP1 11 b	5	CPLightVerb	12	लिया	CP1	11	b
# CP1 11 b	5	CPLightVerb	13	,	CP1	11	b
# CP1 11 b	6	PreCoordMV	14	विवेक	CP1	11	b
# CP1 11 b	7	CoordMainVerb	15	ऐसी	CP1	11	b
# CP1 11 b	7	CoordMainVerb	16	हरकतें	CP1	11	b
# CP1 11 b	7	CoordMainVerb	17	करता	CP1	11	b
# CP1 11 b	7	CoordMainVerb	18	रहता	CP1	11	b
# CP1 11 b	7	CoordMainVerb	19	है	CP1	11	b
# CP1 11 b	7	CoordMainVerb	20	।	CP1	11	b
# CP1 11 c	0	PreMVObj	0	सारे	CP1	11	c
# CP1 11 c	0	PreMVObj	1	खतरों	CP1	11	c
# CP1 11 c	0	PreMVObj	2	को	CP1	11	c
# CP1 11 c	1	PreMVObj	3	जानते	CP1	11	c
# CP1 11 c	1	PreMVObj	4	हुए	CP1	11	c
# CP1 11 c	1	PreMVObj	5	भी	CP1	11	c
# CP1 11 c	2	PreMVObj	6	विवेक	CP1	11	c
# CP1 11 c	2	PreMVObj	7	ने	CP1	11	c
# CP1 11 c	3	MVObj	8	टीवी	CP1	11	c
# CP1 11 c	4	PreMV1	9	बिना	CP1	11	c
# CP1 11 c	4	PreMV1	10	किसी	CP1	11	c
# CP1 11 c	4	PreMV1	11	हिचकिचाहट	CP1	11	c
# CP1 11 c	4	PreMV1	12	के	CP1	11	c
# CP1 11 c	5	PreMV	13	पलक	CP1	11	c
# CP1 11 c	5	PreMV	14	झपकते	CP1	11	c
# CP1 11 c	6	MainVerb	15	उठा	CP1	11	c
# CP1 11 c	6	MainVerb	16	लिया	CP1	11	c
# CP1 11 c	6	MainVerb	17	,	CP1	11	c
# CP1 11 c	7	PreCoordMV	18	विवेक	CP1	11	c
# CP1 11 c	8	CoordMainVerb	19	ऐसी	CP1	11	c
# CP1 11 c	8	CoordMainVerb	20	हरकतें	CP1	11	c
# CP1 11 c	8	CoordMainVerb	21	करता	CP1	11	c
# CP1 11 c	8	CoordMainVerb	22	रहता	CP1	11	c
# CP1 11 c	8	CoordMainVerb	23	है	CP1	11	c
# CP1 11 c	8	CoordMainVerb	24	।	CP1	11	c
# CP1 11 d	0	PreMVObj	0	सारे	CP1	11	d
# CP1 11 d	0	PreMVObj	1	खतरों	CP1	11	d
# CP1 11 d	0	PreMVObj	2	को	CP1	11	d
# CP1 11 d	1	PreMVObj	3	जानते	CP1	11	d
# CP1 11 d	1	PreMVObj	4	हुए	CP1	11	d
# CP1 11 d	1	PreMVObj	5	भी	CP1	11	d
# CP1 11 d	2	PreMVObj	6	विवेक	CP1	11	d
# CP1 11 d	2	PreMVObj	7	ने	CP1	11	d
# CP1 11 d	3	MVObj	8	टीवी	CP1	11	d
# CP1 11 d	4	PreMV	9	पलक	CP1	11	d
# CP1 11 d	4	PreMV	10	झपकते	CP1	11	d
# CP1 11 d	5	MainVerb	11	उठा	CP1	11	d
# CP1 11 d	5	MainVerb	12	लिया	CP1	11	d
# CP1 11 d	5	MainVerb	13	,	CP1	11	d
# CP1 11 d	6	PreCoordMV	14	विवेक	CP1	11	d
# CP1 11 d	7	CoordMainVerb	15	ऐसी	CP1	11	d
# CP1 11 d	7	CoordMainVerb	16	हरकतें	CP1	11	d
# CP1 11 d	7	CoordMainVerb	17	करता	CP1	11	d
# CP1 11 d	7	CoordMainVerb	18	रहता	CP1	11	d
# CP1 11 d	7	CoordMainVerb	19	है	CP1	11	d
# CP1 11 d	7	CoordMainVerb	20	।	CP1	11	d
# CP1 12 a	0	PreNounPred	0	इस	CP1	12	a
# CP1 12 a	0	PreNounPred	1	फ़िल्म	CP1	12	a
# CP1 12 a	0	PreNounPred	2	में	CP1	12	a
# CP1 12 a	1	PreNounPred	3	बिपाशा	CP1	12	a
# CP1 12 a	1	PreNounPred	4	का	CP1	12	a
# CP1 12 a	2	PreNounPred	5	किरदार	CP1	12	a
# CP1 12 a	3	PreNounPred	6	ऐसा	CP1	12	a
# CP1 12 a	4	PreNounPred	7	है	CP1	12	a
# CP1 12 a	5	PreNounPred	8	कि	CP1	12	a
# CP1 12 a	6	PreNounPred	9	उन्होनें	CP1	12	a
# CP1 12 a	7	PreNounPred	10	फिल्म	CP1	12	a
# CP1 12 a	7	PreNounPred	11	के	CP1	12	a
# CP1 12 a	8	PreNounPred	12	गानो	CP1	12	a
# CP1 12 a	8	PreNounPred	13	में	CP1	12	a
# CP1 12 a	9	CPNounPred	14	ठुमके	CP1	12	a
# CP1 12 a	10	PreLV1	15	बड़ी	CP1	12	a
# CP1 12 a	10	PreLV1	16	कुशलता	CP1	12	a
# CP1 12 a	10	PreLV1	17	से	CP1	12	a
# CP1 12 a	0	PreLV	0	नाच-नाच	CP1	12	a
# CP1 12 a	0	PreLV	1	कर	CP1	12	a
# CP1 12 a	1	CPLightVerb	2	लगाए	CP1	12	a
# CP1 12 a	1	CPLightVerb	3	,	CP1	12	a
# CP1 12 a	2	PreCoordMV	4	दर्शकों	CP1	12	a
# CP1 12 a	2	PreCoordMV	5	ने	CP1	12	a
# CP1 12 a	3	PreCoordMV	6	बिपाशा	CP1	12	a
# CP1 12 a	3	PreCoordMV	7	के	CP1	12	a
# CP1 12 a	4	PreCoordMV	8	किरदार	CP1	12	a
# CP1 12 a	4	PreCoordMV	9	को	CP1	12	a
# CP1 12 a	5	NONE	10	काफी	CP1	12	a
# CP1 12 a	5	NONE	11	सरहाया	CP1	12	a
# CP1 12 a	6	CoordMainVerb	12	है	CP1	12	a
# CP1 12 a	6	CoordMainVerb	13	।	CP1	12	a
# CP1 12 b	0	PreNounPred	0	इस	CP1	12	b
# CP1 12 b	0	PreNounPred	1	फ़िल्म	CP1	12	b
# CP1 12 b	0	PreNounPred	2	में	CP1	12	b
# CP1 12 b	1	PreNounPred	3	बिपाशा	CP1	12	b
# CP1 12 b	1	PreNounPred	4	का	CP1	12	b
# CP1 12 b	2	PreNounPred	5	किरदार	CP1	12	b
# CP1 12 b	3	PreNounPred	6	ऐसा	CP1	12	b
# CP1 12 b	4	PreNounPred	7	है	CP1	12	b
# CP1 12 b	5	PreNounPred	8	कि	CP1	12	b
# CP1 12 b	6	PreNounPred	9	उन्होनें	CP1	12	b
# CP1 12 b	7	PreNounPred	10	फिल्म	CP1	12	b
# CP1 12 b	7	PreNounPred	11	के	CP1	12	b
# CP1 12 b	8	PreNounPred	12	गानो	CP1	12	b
# CP1 12 b	8	PreNounPred	13	में	CP1	12	b
# CP1 12 b	9	CPNounPred	14	ठुमके	CP1	12	b
# CP1 12 b	0	PreLV	0	नाच-नाच	CP1	12	b
# CP1 12 b	0	PreLV	1	कर	CP1	12	b
# CP1 12 b	1	CPLightVerb	2	लगाए	CP1	12	b
# CP1 12 b	1	CPLightVerb	3	,	CP1	12	b
# CP1 12 b	2	PreCoordMV	4	दर्शकों	CP1	12	b
# CP1 12 b	2	PreCoordMV	5	ने	CP1	12	b
# CP1 12 b	3	PreCoordMV	6	बिपाशा	CP1	12	b
# CP1 12 b	3	PreCoordMV	7	के	CP1	12	b
# CP1 12 b	4	PreCoordMV	8	किरदार	CP1	12	b
# CP1 12 b	4	PreCoordMV	9	को	CP1	12	b
# CP1 12 b	5	NONE	10	काफी	CP1	12	b
# CP1 12 b	5	NONE	11	सरहाया	CP1	12	b
# CP1 12 b	6	CoordMainVerb	12	है	CP1	12	b
# CP1 12 b	6	CoordMainVerb	13	।	CP1	12	b
# CP1 12 c	0	PreMVObj	0	इस	CP1	12	c
# CP1 12 c	0	PreMVObj	1	फ़िल्म	CP1	12	c
# CP1 12 c	0	PreMVObj	2	में	CP1	12	c
# CP1 12 c	1	PreMVObj	3	बिपाशा	CP1	12	c
# CP1 12 c	1	PreMVObj	4	का	CP1	12	c
# CP1 12 c	2	PreMVObj	5	किरदार	CP1	12	c
# CP1 12 c	3	PreMVObj	6	ऐसा	CP1	12	c
# CP1 12 c	4	PreMVObj	7	है	CP1	12	c
# CP1 12 c	5	PreMVObj	8	कि	CP1	12	c
# CP1 12 c	6	PreMVObj	9	उन्होनें	CP1	12	c
# CP1 12 c	7	PreMVObj	10	फिल्म	CP1	12	c
# CP1 12 c	7	PreMVObj	11	के	CP1	12	c
# CP1 12 c	8	PreMVObj	12	गानो	CP1	12	c
# CP1 12 c	8	PreMVObj	13	में	CP1	12	c
# CP1 12 c	9	MVObj	14	इश्तेहार	CP1	12	c
# CP1 12 c	10	PreMV1	15	बड़ी	CP1	12	c
# CP1 12 c	10	PreMV1	16	कुशलता	CP1	12	c
# CP1 12 c	10	PreMV1	17	से	CP1	12	c
# CP1 12 c	0	PreMV	0	नाच-नाच	CP1	12	c
# CP1 12 c	0	PreMV	1	कर	CP1	12	c
# CP1 12 c	1	MainVerb	2	लगाए	CP1	12	c
# CP1 12 c	1	MainVerb	3	,	CP1	12	c
# CP1 12 c	2	PreCoordMV	4	दर्शकों	CP1	12	c
# CP1 12 c	2	PreCoordMV	5	ने	CP1	12	c
# CP1 12 c	3	PreCoordMV	6	बिपाशा	CP1	12	c
# CP1 12 c	3	PreCoordMV	7	के	CP1	12	c
# CP1 12 c	4	PreCoordMV	8	किरदार	CP1	12	c
# CP1 12 c	4	PreCoordMV	9	को	CP1	12	c
# CP1 12 c	5	NONE	10	काफी	CP1	12	c
# CP1 12 c	5	NONE	11	सरहाया	CP1	12	c
# CP1 12 c	6	CoordMainVerb	12	है	CP1	12	c
# CP1 12 c	6	CoordMainVerb	13	।	CP1	12	c
# CP1 12 d	0	PreMVObj	0	इस	CP1	12	d
# CP1 12 d	0	PreMVObj	1	फ़िल्म	CP1	12	d
# CP1 12 d	0	PreMVObj	2	में	CP1	12	d
# CP1 12 d	1	PreMVObj	3	बिपाशा	CP1	12	d
# CP1 12 d	1	PreMVObj	4	का	CP1	12	d
# CP1 12 d	2	PreMVObj	5	किरदार	CP1	12	d
# CP1 12 d	3	PreMVObj	6	ऐसा	CP1	12	d
# CP1 12 d	4	PreMVObj	7	है	CP1	12	d
# CP1 12 d	5	PreMVObj	8	कि	CP1	12	d
# CP1 12 d	6	PreMVObj	9	उन्होनें	CP1	12	d
# CP1 12 d	7	PreMVObj	10	फिल्म	CP1	12	d
# CP1 12 d	7	PreMVObj	11	के	CP1	12	d
# CP1 12 d	8	PreMVObj	12	गानो	CP1	12	d
# CP1 12 d	8	PreMVObj	13	में	CP1	12	d
# CP1 12 d	9	MVObj	14	इश्तेहार	CP1	12	d
# CP1 12 d	0	PreMV	0	नाच-नाच	CP1	12	d
# CP1 12 d	0	PreMV	1	कर	CP1	12	d
# CP1 12 d	1	MainVerb	2	लगाए	CP1	12	d
# CP1 12 d	1	MainVerb	3	,	CP1	12	d
# CP1 12 d	2	PreCoordMV	4	दर्शकों	CP1	12	d
# CP1 12 d	2	PreCoordMV	5	ने	CP1	12	d
# CP1 12 d	3	PreCoordMV	6	बिपाशा	CP1	12	d
# CP1 12 d	3	PreCoordMV	7	के	CP1	12	d
# CP1 12 d	4	PreCoordMV	8	किरदार	CP1	12	d
# CP1 12 d	4	PreCoordMV	9	को	CP1	12	d
# CP1 12 d	5	NONE	10	काफी	CP1	12	d
# CP1 12 d	5	NONE	11	सरहाया	CP1	12	d
# CP1 12 d	6	CoordMainVerb	12	है	CP1	12	d
# CP1 12 d	6	CoordMainVerb	13	।	CP1	12	d
# CP1 13 a	0	PreNounPred	0	सपा	CP1	13	a
# CP1 13 a	0	PreNounPred	1	के	CP1	13	a
# CP1 13 a	1	PreNounPred	2	सांसदों	CP1	13	a
# CP1 13 a	1	PreNounPred	3	ने	CP1	13	a
# CP1 13 a	2	PreNounPred	4	कोर्ट	CP1	13	a
# CP1 13 a	2	PreNounPred	5	के	CP1	13	a
# CP1 13 a	3	PreNounPred	6	आदेश	CP1	13	a
# CP1 13 a	3	PreNounPred	7	की	CP1	13	a
# CP1 13 a	4	CPNounPred	8	धज्जियाँ	CP1	13	a
# CP1 13 a	5	PreLV1	9	पत्रकारों	CP1	13	a
# CP1 13 a	5	PreLV1	10	के	CP1	13	a
# CP1 13 a	5	PreLV1	11	सामने	CP1	13	a
# CP1 13 a	6	PreLV	12	कल	CP1	13	a
# CP1 13 a	7	PreLV	13	खुलेआम	CP1	13	a
# CP1 13 a	8	CPLightVerb	14	उड़ाई	CP1	13	a
# CP1 13 a	8	CPLightVerb	15	,	CP1	13	a
# CP1 13 a	9	PreCoordMV	16	सांसदों	CP1	13	a
# CP1 13 a	9	PreCoordMV	17	को	CP1	13	a
# CP1 13 a	0	PreCoordMV	0	कोर्ट	CP1	13	a
# CP1 13 a	0	PreCoordMV	1	का	CP1	13	a
# CP1 13 a	1	PreCoordMV	2	आदेश	CP1	13	a
# CP1 13 a	2	CoordMainVerb	3	पसंद	CP1	13	a
# CP1 13 a	2	CoordMainVerb	4	नही	CP1	13	a
# CP1 13 a	2	CoordMainVerb	5	आया	CP1	13	a
# CP1 13 a	2	CoordMainVerb	6	।	CP1	13	a
# CP1 13 b	0	PreNounPred	0	सपा	CP1	13	b
# CP1 13 b	0	PreNounPred	1	के	CP1	13	b
# CP1 13 b	1	PreNounPred	2	सांसदों	CP1	13	b
# CP1 13 b	1	PreNounPred	3	ने	CP1	13	b
# CP1 13 b	2	PreNounPred	4	कोर्ट	CP1	13	b
# CP1 13 b	2	PreNounPred	5	के	CP1	13	b
# CP1 13 b	3	PreNounPred	6	आदेश	CP1	13	b
# CP1 13 b	3	PreNounPred	7	की	CP1	13	b
# CP1 13 b	4	CPNounPred	8	धज्जियाँ	CP1	13	b
# CP1 13 b	5	PreLV	9	कल	CP1	13	b
# CP1 13 b	6	PreLV	10	खुलेआम	CP1	13	b
# CP1 13 b	7	CPLightVerb	11	उड़ाई	CP1	13	b
# CP1 13 b	7	CPLightVerb	12	,	CP1	13	b
# CP1 13 b	8	PreCoordMV	13	सांसदों	CP1	13	b
# CP1 13 b	8	PreCoordMV	14	को	CP1	13	b
# CP1 13 b	0	PreCoordMV	0	कोर्ट	CP1	13	b
# CP1 13 b	0	PreCoordMV	1	का	CP1	13	b
# CP1 13 b	1	PreCoordMV	2	आदेश	CP1	13	b
# CP1 13 b	2	CoordMainVerb	3	पसंद	CP1	13	b
# CP1 13 b	2	CoordMainVerb	4	नही	CP1	13	b
# CP1 13 b	2	CoordMainVerb	5	आया	CP1	13	b
# CP1 13 b	2	CoordMainVerb	6	।	CP1	13	b
# CP1 13 c	0	PreMVObj	0	सपा	CP1	13	c
# CP1 13 c	0	PreMVObj	1	के	CP1	13	c
# CP1 13 c	1	PreMVObj	2	सांसदों	CP1	13	c
# CP1 13 c	1	PreMVObj	3	ने	CP1	13	c
# CP1 13 c	2	PreMVObj	4	कोर्ट	CP1	13	c
# CP1 13 c	2	PreMVObj	5	के	CP1	13	c
# CP1 13 c	3	PreMVObj	6	आदेश	CP1	13	c
# CP1 13 c	3	PreMVObj	7	की	CP1	13	c
# CP1 13 c	4	MVObj	8	कापी	CP1	13	c
# CP1 13 c	5	PreMV1	9	पत्रकारों	CP1	13	c
# CP1 13 c	5	PreMV1	10	के	CP1	13	c
# CP1 13 c	5	PreMV1	11	सामने	CP1	13	c
# CP1 13 c	6	PreMV	12	कल	CP1	13	c
# CP1 13 c	7	PreMV	13	खुलेआम	CP1	13	c
# CP1 13 c	8	MainVerb	14	उड़ाई	CP1	13	c
# CP1 13 c	8	MainVerb	15	,	CP1	13	c
# CP1 13 c	9	PreCoordMV	16	सांसदों	CP1	13	c
# CP1 13 c	9	PreCoordMV	17	को	CP1	13	c
# CP1 13 c	0	PreCoordMV	0	कोर्ट	CP1	13	c
# CP1 13 c	0	PreCoordMV	1	का	CP1	13	c
# CP1 13 c	1	PreCoordMV	2	आदेश	CP1	13	c
# CP1 13 c	2	CoordMainVerb	3	पसंद	CP1	13	c
# CP1 13 c	2	CoordMainVerb	4	नही	CP1	13	c
# CP1 13 c	2	CoordMainVerb	5	आया	CP1	13	c
# CP1 13 c	2	CoordMainVerb	6	।	CP1	13	c
# CP1 13 d	0	PreMVObj	0	सपा	CP1	13	d
# CP1 13 d	0	PreMVObj	1	के	CP1	13	d
# CP1 13 d	1	PreMVObj	2	सांसदों	CP1	13	d
# CP1 13 d	1	PreMVObj	3	ने	CP1	13	d
# CP1 13 d	2	PreMVObj	4	कोर्ट	CP1	13	d
# CP1 13 d	2	PreMVObj	5	के	CP1	13	d
# CP1 13 d	3	PreMVObj	6	आदेश	CP1	13	d
# CP1 13 d	3	PreMVObj	7	की	CP1	13	d
# CP1 13 d	4	MVObj	8	कापी	CP1	13	d
# CP1 13 d	5	PreMV	9	कल	CP1	13	d
# CP1 13 d	6	PreMV	10	खुलेआम	CP1	13	d
# CP1 13 d	7	MainVerb	11	उड़ाई	CP1	13	d
# CP1 13 d	7	MainVerb	12	,	CP1	13	d
# CP1 13 d	8	PreCoordMV	13	सांसदों	CP1	13	d
# CP1 13 d	8	PreCoordMV	14	को	CP1	13	d
# CP1 13 d	0	PreCoordMV	0	कोर्ट	CP1	13	d
# CP1 13 d	0	PreCoordMV	1	का	CP1	13	d
# CP1 13 d	1	PreCoordMV	2	आदेश	CP1	13	d
# CP1 13 d	2	CoordMainVerb	3	पसंद	CP1	13	d
# CP1 13 d	2	CoordMainVerb	4	नही	CP1	13	d
# CP1 13 d	2	CoordMainVerb	5	आया	CP1	13	d
# CP1 13 d	2	CoordMainVerb	6	।	CP1	13	d
# CP1 14 a	0	PreNounPred	0	नौकरी	CP1	14	a
# CP1 14 a	0	PreNounPred	1	के	CP1	14	a
# CP1 14 a	0	PreNounPred	2	लिए	CP1	14	a
# CP1 14 a	1	PreNounPred	3	मनोज	CP1	14	a
# CP1 14 a	2	PreNounPred	4	दो	CP1	14	a
# CP1 14 a	2	PreNounPred	5	साल	CP1	14	a
# CP1 14 a	2	PreNounPred	6	से	CP1	14	a
# CP1 14 a	3	PreNounPred	7	इस	CP1	14	a
# CP1 14 a	3	PreNounPred	8	अमीर	CP1	14	a
# CP1 14 a	3	PreNounPred	9	बढ़ई	CP1	14	a
# CP1 14 a	3	PreNounPred	10	के	CP1	14	a
# CP1 14 a	4	PreNounPred	11	गोदाम	CP1	14	a
# CP1 14 a	4	PreNounPred	12	के	CP1	14	a
# CP1 14 a	5	CPNounPred	13	चक्कर	CP1	14	a
# CP1 14 a	6	PreLV1	14	बिना	CP1	14	a
# CP1 14 a	6	PreLV1	15	नागा	CP1	14	a
# CP1 14 a	7	PreLV1	16	रात-दिन	CP1	14	a
# CP1 14 a	8	PreLV	17	सुबह-शाम	CP1	14	a
# CP1 14 a	9	CPLightVerb	18	काटता	CP1	14	a
# CP1 14 a	9	CPLightVerb	19	है	CP1	14	a
# CP1 14 a	9	CPLightVerb	20	,	CP1	14	a
# CP1 14 a	10	PreCoordMV	21	अभी	CP1	14	a
# CP1 14 a	10	PreCoordMV	22	तक	CP1	14	a
# CP1 14 a	11	PreCoordMV	23	उसको	CP1	14	a
# CP1 14 a	12	NONE	24	कहीं	CP1	14	a
# CP1 14 a	12	NONE	25	और	CP1	14	a
# CP1 14 a	13	PreCoordMV	26	नौकरी	CP1	14	a
# CP1 14 a	14	CoordMainVerb	27	न	CP1	14	a
# CP1 14 a	14	CoordMainVerb	28	मिल	CP1	14	a
# CP1 14 a	14	CoordMainVerb	29	सकी	CP1	14	a
# CP1 14 a	14	CoordMainVerb	30	है	CP1	14	a
# CP1 14 a	14	CoordMainVerb	31	।	CP1	14	a
# CP1 14 b	0	PreNounPred	0	नौकरी	CP1	14	b
# CP1 14 b	0	PreNounPred	1	के	CP1	14	b
# CP1 14 b	0	PreNounPred	2	लिए	CP1	14	b
# CP1 14 b	1	PreNounPred	3	मनोज	CP1	14	b
# CP1 14 b	2	PreNounPred	4	दो	CP1	14	b
# CP1 14 b	2	PreNounPred	5	साल	CP1	14	b
# CP1 14 b	2	PreNounPred	6	से	CP1	14	b
# CP1 14 b	3	PreNounPred	7	इस	CP1	14	b
# CP1 14 b	3	PreNounPred	8	अमीर	CP1	14	b
# CP1 14 b	3	PreNounPred	9	बढ़ई	CP1	14	b
# CP1 14 b	3	PreNounPred	10	के	CP1	14	b
# CP1 14 b	4	PreNounPred	11	गोदाम	CP1	14	b
# CP1 14 b	4	PreNounPred	12	के	CP1	14	b
# CP1 14 b	5	CPNounPred	13	चक्कर	CP1	14	b
