version	filenum	counter	word	position	score
10_c_SuperLong.py	605926192	10	finding 	18	1.0
10_c_SuperLong.py	605926192	10	finding 	19	1.0
10_c_SuperLong.py	605926192	10	finding 	20	0.0
10_c_SuperLong.py	605926192	10	prediction 	0	0.0
10_c_SuperLong.py	605926192	10	prediction 	1	0.0
10_c_SuperLong.py	605926192	10	prediction 	2	0.0
10_c_SuperLong.py	605926192	10	prediction 	3	0.0
10_c_SuperLong.py	605926192	10	prediction 	4	1.0
10_c_SuperLong.py	605926192	10	prediction 	5	1.0
10_c_SuperLong.py	605926192	10	prediction 	6	0.0
10_c_SuperLong.py	605926192	10	prediction 	7	1.0
10_c_SuperLong.py	605926192	10	prediction 	8	0.0
10_c_SuperLong.py	605926192	10	prediction 	9	1.0
10_c_SuperLong.py	605926192	10	prediction 	10	1.0
10_c_SuperLong.py	605926192	10	prediction 	11	0.0
10_c_SuperLong.py	605926192	10	prediction 	12	0.0
10_c_SuperLong.py	605926192	10	prediction 	13	1.0
10_c_SuperLong.py	605926192	10	prediction 	14	1.0
10_c_SuperLong.py	605926192	10	prediction 	15	1.0
10_c_SuperLong.py	605926192	10	prediction 	16	1.0
10_c_SuperLong.py	605926192	10	prediction 	17	1.0
10_c_SuperLong.py	605926192	10	prediction 	18	1.0
10_c_SuperLong.py	605926192	10	prediction 	19	1.0
10_c_SuperLong.py	605926192	10	prediction 	20	0.0
10_c_SuperLong.py	605926192	20	the 	0	0.0
10_c_SuperLong.py	605926192	20	the 	1	0.11
10_c_SuperLong.py	605926192	20	the 	2	0.0
10_c_SuperLong.py	605926192	20	the 	3	0.0
10_c_SuperLong.py	605926192	20	the 	4	0.01
10_c_SuperLong.py	605926192	20	the 	5	0.08
10_c_SuperLong.py	605926192	20	the 	6	0.0
10_c_SuperLong.py	605926192	20	the 	7	0.99
10_c_SuperLong.py	605926192	20	the 	8	0.0
10_c_SuperLong.py	605926192	20	the 	9	0.97
10_c_SuperLong.py	605926192	20	the 	10	0.47
10_c_SuperLong.py	605926192	20	the 	11	0.0
10_c_SuperLong.py	605926192	20	the 	12	0.01
10_c_SuperLong.py	605926192	20	the 	13	0.09
10_c_SuperLong.py	605926192	20	the 	14	1.0
10_c_SuperLong.py	605926192	20	the 	15	0.99
10_c_SuperLong.py	605926192	20	the 	16	1.0
10_c_SuperLong.py	605926192	20	the 	17	1.0
10_c_SuperLong.py	605926192	20	the 	18	1.0
10_c_SuperLong.py	605926192	20	the 	19	1.0
10_c_SuperLong.py	605926192	20	the 	20	0.0
10_c_SuperLong.py	605926192	20	that 	0	0.0
10_c_SuperLong.py	605926192	20	that 	1	0.09
10_c_SuperLong.py	605926192	20	that 	2	0.0
10_c_SuperLong.py	605926192	20	that 	3	0.0
10_c_SuperLong.py	605926192	20	that 	4	0.0
10_c_SuperLong.py	605926192	20	that 	5	0.0
10_c_SuperLong.py	605926192	20	that 	6	0.0
10_c_SuperLong.py	605926192	20	that 	7	1.0
10_c_SuperLong.py	605926192	20	that 	8	0.0
10_c_SuperLong.py	605926192	20	that 	9	1.0
10_c_SuperLong.py	605926192	20	that 	10	0.99
10_c_SuperLong.py	605926192	20	that 	11	0.0
10_c_SuperLong.py	605926192	20	that 	12	0.02
10_c_SuperLong.py	605926192	20	that 	13	1.0
10_c_SuperLong.py	605926192	20	that 	14	1.0
10_c_SuperLong.py	605926192	20	that 	15	1.0
10_c_SuperLong.py	605926192	20	that 	16	1.0
10_c_SuperLong.py	605926192	20	that 	17	1.0
10_c_SuperLong.py	605926192	20	that 	18	1.0
10_c_SuperLong.py	605926192	20	that 	19	1.0
10_c_SuperLong.py	605926192	20	that 	20	0.0
10_c_SuperLong.py	605926192	20	fact 	0	0.0
10_c_SuperLong.py	605926192	20	fact 	1	0.01
10_c_SuperLong.py	605926192	20	fact 	2	0.0
10_c_SuperLong.py	605926192	20	fact 	3	0.0
10_c_SuperLong.py	605926192	20	fact 	4	0.0
10_c_SuperLong.py	605926192	20	fact 	5	0.0
10_c_SuperLong.py	605926192	20	fact 	6	0.0
10_c_SuperLong.py	605926192	20	fact 	7	1.0
10_c_SuperLong.py	605926192	20	fact 	8	0.0
10_c_SuperLong.py	605926192	20	fact 	9	1.0
10_c_SuperLong.py	605926192	20	fact 	10	1.0
10_c_SuperLong.py	605926192	20	fact 	11	0.0
10_c_SuperLong.py	605926192	20	fact 	12	0.0
10_c_SuperLong.py	605926192	20	fact 	13	1.0
10_c_SuperLong.py	605926192	20	fact 	14	1.0
10_c_SuperLong.py	605926192	20	fact 	15	1.0
10_c_SuperLong.py	605926192	20	fact 	16	1.0
10_c_SuperLong.py	605926192	20	fact 	17	1.0
10_c_SuperLong.py	605926192	20	fact 	18	1.0
10_c_SuperLong.py	605926192	20	fact 	19	1.0
10_c_SuperLong.py	605926192	20	fact 	20	0.0
10_c_SuperLong.py	605926192	20	information 	0	0.0
10_c_SuperLong.py	605926192	20	information 	1	0.01
10_c_SuperLong.py	605926192	20	information 	2	0.0
10_c_SuperLong.py	605926192	20	information 	3	0.0
10_c_SuperLong.py	605926192	20	information 	4	0.0
10_c_SuperLong.py	605926192	20	information 	5	0.0
10_c_SuperLong.py	605926192	20	information 	6	0.0
10_c_SuperLong.py	605926192	20	information 	7	1.0
10_c_SuperLong.py	605926192	20	information 	8	0.0
10_c_SuperLong.py	605926192	20	information 	9	1.0
10_c_SuperLong.py	605926192	20	information 	10	1.0
10_c_SuperLong.py	605926192	20	information 	11	0.0
10_c_SuperLong.py	605926192	20	information 	12	0.0
10_c_SuperLong.py	605926192	20	information 	13	1.0
10_c_SuperLong.py	605926192	20	information 	14	1.0
10_c_SuperLong.py	605926192	20	information 	15	1.0
10_c_SuperLong.py	605926192	20	information 	16	1.0
10_c_SuperLong.py	605926192	20	information 	17	1.0
10_c_SuperLong.py	605926192	20	information 	18	1.0
10_c_SuperLong.py	605926192	20	information 	19	1.0
10_c_SuperLong.py	605926192	20	information 	20	0.0
10_c_SuperLong.py	605926192	20	report 	0	0.0
10_c_SuperLong.py	605926192	20	report 	1	0.03
10_c_SuperLong.py	605926192	20	report 	2	0.0
10_c_SuperLong.py	605926192	20	report 	3	0.0
10_c_SuperLong.py	605926192	20	report 	4	0.0
10_c_SuperLong.py	605926192	20	report 	5	0.0
10_c_SuperLong.py	605926192	20	report 	6	0.0
10_c_SuperLong.py	605926192	20	report 	7	1.0
10_c_SuperLong.py	605926192	20	report 	8	0.0
10_c_SuperLong.py	605926192	20	report 	9	1.0
10_c_SuperLong.py	605926192	20	report 	10	1.0
10_c_SuperLong.py	605926192	20	report 	11	0.0
10_c_SuperLong.py	605926192	20	report 	12	0.0
10_c_SuperLong.py	605926192	20	report 	13	1.0
10_c_SuperLong.py	605926192	20	report 	14	1.0
10_c_SuperLong.py	605926192	20	report 	15	1.0
10_c_SuperLong.py	605926192	20	report 	16	1.0
10_c_SuperLong.py	605926192	20	report 	17	1.0
10_c_SuperLong.py	605926192	20	report 	18	1.0
10_c_SuperLong.py	605926192	20	report 	19	1.0
10_c_SuperLong.py	605926192	20	report 	20	0.0
10_c_SuperLong.py	605926192	20	belief 	0	0.0
10_c_SuperLong.py	605926192	20	belief 	1	0.0
10_c_SuperLong.py	605926192	20	belief 	2	0.0
10_c_SuperLong.py	605926192	20	belief 	3	0.0
10_c_SuperLong.py	605926192	20	belief 	4	0.0
10_c_SuperLong.py	605926192	20	belief 	5	0.0
10_c_SuperLong.py	605926192	20	belief 	6	0.0
10_c_SuperLong.py	605926192	20	belief 	7	1.0
10_c_SuperLong.py	605926192	20	belief 	8	0.0
10_c_SuperLong.py	605926192	20	belief 	9	1.0
10_c_SuperLong.py	605926192	20	belief 	10	1.0
10_c_SuperLong.py	605926192	20	belief 	11	0.0
10_c_SuperLong.py	605926192	20	belief 	12	0.0
10_c_SuperLong.py	605926192	20	belief 	13	1.0
10_c_SuperLong.py	605926192	20	belief 	14	1.0
10_c_SuperLong.py	605926192	20	belief 	15	1.0
10_c_SuperLong.py	605926192	20	belief 	16	1.0
10_c_SuperLong.py	605926192	20	belief 	17	1.0
10_c_SuperLong.py	605926192	20	belief 	18	1.0
10_c_SuperLong.py	605926192	20	belief 	19	1.0
10_c_SuperLong.py	605926192	20	belief 	20	0.0
10_c_SuperLong.py	605926192	20	finding 	0	0.0
10_c_SuperLong.py	605926192	20	finding 	1	0.01
10_c_SuperLong.py	605926192	20	finding 	2	0.0
10_c_SuperLong.py	605926192	20	finding 	3	0.0
10_c_SuperLong.py	605926192	20	finding 	4	0.0
10_c_SuperLong.py	605926192	20	finding 	5	0.0
10_c_SuperLong.py	605926192	20	finding 	6	0.0
10_c_SuperLong.py	605926192	20	finding 	7	1.0
10_c_SuperLong.py	605926192	20	finding 	8	0.0
10_c_SuperLong.py	605926192	20	finding 	9	1.0
10_c_SuperLong.py	605926192	20	finding 	10	1.0
10_c_SuperLong.py	605926192	20	finding 	11	0.0
10_c_SuperLong.py	605926192	20	finding 	12	0.0
10_c_SuperLong.py	605926192	20	finding 	13	1.0
10_c_SuperLong.py	605926192	20	finding 	14	1.0
10_c_SuperLong.py	605926192	20	finding 	15	1.0
10_c_SuperLong.py	605926192	20	finding 	16	1.0
10_c_SuperLong.py	605926192	20	finding 	17	1.0
10_c_SuperLong.py	605926192	20	finding 	18	1.0
10_c_SuperLong.py	605926192	20	finding 	19	1.0
10_c_SuperLong.py	605926192	20	finding 	20	0.0
10_c_SuperLong.py	605926192	20	prediction 	0	0.0
10_c_SuperLong.py	605926192	20	prediction 	1	0.0
10_c_SuperLong.py	605926192	20	prediction 	2	0.0
10_c_SuperLong.py	605926192	20	prediction 	3	0.0
10_c_SuperLong.py	605926192	20	prediction 	4	0.0
10_c_SuperLong.py	605926192	20	prediction 	5	0.0
10_c_SuperLong.py	605926192	20	prediction 	6	0.0
10_c_SuperLong.py	605926192	20	prediction 	7	1.0
10_c_SuperLong.py	605926192	20	prediction 	8	0.0
10_c_SuperLong.py	605926192	20	prediction 	9	1.0
10_c_SuperLong.py	605926192	20	prediction 	10	1.0
10_c_SuperLong.py	605926192	20	prediction 	11	0.0
10_c_SuperLong.py	605926192	20	prediction 	12	0.01
10_c_SuperLong.py	605926192	20	prediction 	13	1.0
10_c_SuperLong.py	605926192	20	prediction 	14	1.0
10_c_SuperLong.py	605926192	20	prediction 	15	1.0
10_c_SuperLong.py	605926192	20	prediction 	16	1.0
10_c_SuperLong.py	605926192	20	prediction 	17	1.0
10_c_SuperLong.py	605926192	20	prediction 	18	1.0
10_c_SuperLong.py	605926192	20	prediction 	19	1.0
10_c_SuperLong.py	605926192	20	prediction 	20	0.0
10_c_SuperLong.py	605926192	30	the 	0	0.0
10_c_SuperLong.py	605926192	30	the 	1	0.0
10_c_SuperLong.py	605926192	30	the 	2	0.0
10_c_SuperLong.py	605926192	30	the 	3	0.0
10_c_SuperLong.py	605926192	30	the 	4	0.0
10_c_SuperLong.py	605926192	30	the 	5	0.01
10_c_SuperLong.py	605926192	30	the 	6	0.0
10_c_SuperLong.py	605926192	30	the 	7	1.0
10_c_SuperLong.py	605926192	30	the 	8	0.0
10_c_SuperLong.py	605926192	30	the 	9	0.79
10_c_SuperLong.py	605926192	30	the 	10	0.21
10_c_SuperLong.py	605926192	30	the 	11	0.0
10_c_SuperLong.py	605926192	30	the 	12	0.08
10_c_SuperLong.py	605926192	30	the 	13	0.0
10_c_SuperLong.py	605926192	30	the 	14	0.99
10_c_SuperLong.py	605926192	30	the 	15	1.0
10_c_SuperLong.py	605926192	30	the 	16	1.0
10_c_SuperLong.py	605926192	30	the 	17	1.0
10_c_SuperLong.py	605926192	30	the 	18	1.0
10_c_SuperLong.py	605926192	30	the 	19	1.0
10_c_SuperLong.py	605926192	30	the 	20	0.0
10_c_SuperLong.py	605926192	30	that 	0	0.0
10_c_SuperLong.py	605926192	30	that 	1	0.02
10_c_SuperLong.py	605926192	30	that 	2	0.0
10_c_SuperLong.py	605926192	30	that 	3	0.0
10_c_SuperLong.py	605926192	30	that 	4	0.0
10_c_SuperLong.py	605926192	30	that 	5	0.0
10_c_SuperLong.py	605926192	30	that 	6	0.0
10_c_SuperLong.py	605926192	30	that 	7	1.0
10_c_SuperLong.py	605926192	30	that 	8	0.0
10_c_SuperLong.py	605926192	30	that 	9	1.0
10_c_SuperLong.py	605926192	30	that 	10	0.99
10_c_SuperLong.py	605926192	30	that 	11	0.0
10_c_SuperLong.py	605926192	30	that 	12	0.99
10_c_SuperLong.py	605926192	30	that 	13	1.0
10_c_SuperLong.py	605926192	30	that 	14	1.0
10_c_SuperLong.py	605926192	30	that 	15	1.0
10_c_SuperLong.py	605926192	30	that 	16	1.0
10_c_SuperLong.py	605926192	30	that 	17	1.0
10_c_SuperLong.py	605926192	30	that 	18	1.0
10_c_SuperLong.py	605926192	30	that 	19	1.0
10_c_SuperLong.py	605926192	30	that 	20	0.0
10_c_SuperLong.py	605926192	30	fact 	0	0.0
10_c_SuperLong.py	605926192	30	fact 	1	0.0
10_c_SuperLong.py	605926192	30	fact 	2	0.0
10_c_SuperLong.py	605926192	30	fact 	3	0.0
10_c_SuperLong.py	605926192	30	fact 	4	0.0
10_c_SuperLong.py	605926192	30	fact 	5	0.0
10_c_SuperLong.py	605926192	30	fact 	6	0.0
10_c_SuperLong.py	605926192	30	fact 	7	1.0
10_c_SuperLong.py	605926192	30	fact 	8	0.0
10_c_SuperLong.py	605926192	30	fact 	9	1.0
10_c_SuperLong.py	605926192	30	fact 	10	1.0
10_c_SuperLong.py	605926192	30	fact 	11	0.0
10_c_SuperLong.py	605926192	30	fact 	12	1.0
10_c_SuperLong.py	605926192	30	fact 	13	1.0
10_c_SuperLong.py	605926192	30	fact 	14	1.0
10_c_SuperLong.py	605926192	30	fact 	15	1.0
10_c_SuperLong.py	605926192	30	fact 	16	1.0
10_c_SuperLong.py	605926192	30	fact 	17	1.0
10_c_SuperLong.py	605926192	30	fact 	18	1.0
10_c_SuperLong.py	605926192	30	fact 	19	1.0
10_c_SuperLong.py	605926192	30	fact 	20	0.0
10_c_SuperLong.py	605926192	30	information 	0	0.0
10_c_SuperLong.py	605926192	30	information 	1	0.0
10_c_SuperLong.py	605926192	30	information 	2	0.0
10_c_SuperLong.py	605926192	30	information 	3	0.0
10_c_SuperLong.py	605926192	30	information 	4	0.0
10_c_SuperLong.py	605926192	30	information 	5	0.0
10_c_SuperLong.py	605926192	30	information 	6	0.0
10_c_SuperLong.py	605926192	30	information 	7	1.0
10_c_SuperLong.py	605926192	30	information 	8	0.0
10_c_SuperLong.py	605926192	30	information 	9	1.0
10_c_SuperLong.py	605926192	30	information 	10	1.0
10_c_SuperLong.py	605926192	30	information 	11	0.0
10_c_SuperLong.py	605926192	30	information 	12	1.0
10_c_SuperLong.py	605926192	30	information 	13	1.0
10_c_SuperLong.py	605926192	30	information 	14	1.0
10_c_SuperLong.py	605926192	30	information 	15	1.0
10_c_SuperLong.py	605926192	30	information 	16	1.0
10_c_SuperLong.py	605926192	30	information 	17	1.0
10_c_SuperLong.py	605926192	30	information 	18	1.0
10_c_SuperLong.py	605926192	30	information 	19	1.0
10_c_SuperLong.py	605926192	30	information 	20	0.0
10_c_SuperLong.py	605926192	30	report 	0	0.0
10_c_SuperLong.py	605926192	30	report 	1	0.0
10_c_SuperLong.py	605926192	30	report 	2	0.0
10_c_SuperLong.py	605926192	30	report 	3	0.0
10_c_SuperLong.py	605926192	30	report 	4	0.0
10_c_SuperLong.py	605926192	30	report 	5	0.0
10_c_SuperLong.py	605926192	30	report 	6	0.0
10_c_SuperLong.py	605926192	30	report 	7	1.0
10_c_SuperLong.py	605926192	30	report 	8	0.0
10_c_SuperLong.py	605926192	30	report 	9	1.0
10_c_SuperLong.py	605926192	30	report 	10	1.0
10_c_SuperLong.py	605926192	30	report 	11	0.0
10_c_SuperLong.py	605926192	30	report 	12	0.97
10_c_SuperLong.py	605926192	30	report 	13	1.0
10_c_SuperLong.py	605926192	30	report 	14	1.0
10_c_SuperLong.py	605926192	30	report 	15	1.0
10_c_SuperLong.py	605926192	30	report 	16	1.0
10_c_SuperLong.py	605926192	30	report 	17	1.0
10_c_SuperLong.py	605926192	30	report 	18	1.0
10_c_SuperLong.py	605926192	30	report 	19	1.0
10_c_SuperLong.py	605926192	30	report 	20	0.0
10_c_SuperLong.py	605926192	30	belief 	0	0.0
10_c_SuperLong.py	605926192	30	belief 	1	0.0
10_c_SuperLong.py	605926192	30	belief 	2	0.0
10_c_SuperLong.py	605926192	30	belief 	3	0.0
10_c_SuperLong.py	605926192	30	belief 	4	0.0
10_c_SuperLong.py	605926192	30	belief 	5	0.0
10_c_SuperLong.py	605926192	30	belief 	6	0.0
10_c_SuperLong.py	605926192	30	belief 	7	1.0
10_c_SuperLong.py	605926192	30	belief 	8	0.0
10_c_SuperLong.py	605926192	30	belief 	9	1.0
10_c_SuperLong.py	605926192	30	belief 	10	1.0
10_c_SuperLong.py	605926192	30	belief 	11	0.0
10_c_SuperLong.py	605926192	30	belief 	12	1.0
10_c_SuperLong.py	605926192	30	belief 	13	1.0
10_c_SuperLong.py	605926192	30	belief 	14	1.0
10_c_SuperLong.py	605926192	30	belief 	15	1.0
10_c_SuperLong.py	605926192	30	belief 	16	1.0
10_c_SuperLong.py	605926192	30	belief 	17	1.0
10_c_SuperLong.py	605926192	30	belief 	18	1.0
10_c_SuperLong.py	605926192	30	belief 	19	1.0
10_c_SuperLong.py	605926192	30	belief 	20	0.0
10_c_SuperLong.py	605926192	30	finding 	0	0.0
10_c_SuperLong.py	605926192	30	finding 	1	0.0
10_c_SuperLong.py	605926192	30	finding 	2	0.0
10_c_SuperLong.py	605926192	30	finding 	3	0.0
10_c_SuperLong.py	605926192	30	finding 	4	0.0
10_c_SuperLong.py	605926192	30	finding 	5	0.0
10_c_SuperLong.py	605926192	30	finding 	6	0.0
10_c_SuperLong.py	605926192	30	finding 	7	1.0
10_c_SuperLong.py	605926192	30	finding 	8	0.0
10_c_SuperLong.py	605926192	30	finding 	9	1.0
10_c_SuperLong.py	605926192	30	finding 	10	1.0
10_c_SuperLong.py	605926192	30	finding 	11	0.0
10_c_SuperLong.py	605926192	30	finding 	12	1.0
10_c_SuperLong.py	605926192	30	finding 	13	1.0
10_c_SuperLong.py	605926192	30	finding 	14	1.0
10_c_SuperLong.py	605926192	30	finding 	15	1.0
10_c_SuperLong.py	605926192	30	finding 	16	1.0
10_c_SuperLong.py	605926192	30	finding 	17	1.0
10_c_SuperLong.py	605926192	30	finding 	18	1.0
10_c_SuperLong.py	605926192	30	finding 	19	1.0
10_c_SuperLong.py	605926192	30	finding 	20	0.0
10_c_SuperLong.py	605926192	30	prediction 	0	0.0
10_c_SuperLong.py	605926192	30	prediction 	1	0.0
10_c_SuperLong.py	605926192	30	prediction 	2	0.0
10_c_SuperLong.py	605926192	30	prediction 	3	0.0
10_c_SuperLong.py	605926192	30	prediction 	4	0.0
10_c_SuperLong.py	605926192	30	prediction 	5	0.0
10_c_SuperLong.py	605926192	30	prediction 	6	0.0
10_c_SuperLong.py	605926192	30	prediction 	7	1.0
10_c_SuperLong.py	605926192	30	prediction 	8	0.0
10_c_SuperLong.py	605926192	30	prediction 	9	1.0
10_c_SuperLong.py	605926192	30	prediction 	10	1.0
10_c_SuperLong.py	605926192	30	prediction 	11	0.0
10_c_SuperLong.py	605926192	30	prediction 	12	1.0
10_c_SuperLong.py	605926192	30	prediction 	13	1.0
10_c_SuperLong.py	605926192	30	prediction 	14	1.0
10_c_SuperLong.py	605926192	30	prediction 	15	1.0
10_c_SuperLong.py	605926192	30	prediction 	16	1.0
10_c_SuperLong.py	605926192	30	prediction 	17	1.0
10_c_SuperLong.py	605926192	30	prediction 	18	1.0
10_c_SuperLong.py	605926192	30	prediction 	19	1.0
10_c_SuperLong.py	605926192	30	prediction 	20	0.0
10_c_SuperLong.py	605926192	40	the 	0	0.0
