rate	version	filenum	counter	reward
0.5	10_c_SuperLong.py	605926192	5500	4.251019195239498
0.5	10_c_SuperLong.py	605926192	5600	4.289736004911677
0.5	10_c_SuperLong.py	605926192	5700	4.265490748762923
0.5	10_c_SuperLong.py	605926192	5800	4.276536737741186
0.5	10_c_SuperLong.py	605926192	5900	4.165373312411083
0.5	10_c_SuperLong.py	605926192	6000	4.230996120746305
0.5	10_c_SuperLong.py	605926192	6100	4.153877698343643
0.5	10_c_SuperLong.py	605926192	6200	4.191420456770039
0.5	10_c_SuperLong.py	605926192	6300	4.093668129427913
0.5	10_c_SuperLong.py	605926192	6400	4.1545435110583835
0.5	10_c_SuperLong.py	605926192	6500	4.214114844530885
0.5	10_c_SuperLong.py	605926192	6600	4.262398429271418
0.5	10_c_SuperLong.py	605926192	6700	4.205997437169835
0.5	10_c_SuperLong.py	605926192	6800	4.251978491799539
0.5	10_c_SuperLong.py	605926192	6900	4.277227261237522
0.5	10_c_SuperLong.py	605926192	7000	4.207260431199347
0.5	10_c_SuperLong.py	605926192	7100	4.2325002372810685
0.5	10_c_SuperLong.py	605926192	7200	4.114862049205305
0.5	10_c_SuperLong.py	605926192	7300	4.224322395490979
0.5	10_c_SuperLong.py	605926192	7400	4.1982935085362945
0.5	10_c_SuperLong.py	605926192	7500	4.125796752653779
0.5	10_c_SuperLong.py	605926192	7600	4.18379330444233
0.5	10_c_SuperLong.py	605926192	7700	4.178939362427616
0.5	10_c_SuperLong.py	605926192	7800	4.185408377287269
0.5	10_c_SuperLong.py	605926192	7900	4.196586123750645
0.5	10_c_SuperLong.py	605926192	8000	4.1859453934110284
0.5	10_c_SuperLong.py	605926192	8100	4.28470086057372
0.5	10_c_SuperLong.py	605926192	8200	4.27237926533406
0.5	10_c_SuperLong.py	605926192	8300	4.312532080621592
0.5	10_c_SuperLong.py	605926192	8400	4.209413419471229
0.5	10_c_SuperLong.py	605926192	8500	4.20442693267471
0.5	10_c_SuperLong.py	605926192	8600	4.216708660666164
0.5	10_c_SuperLong.py	605926192	8700	4.2087012968263755
0.5	10_c_SuperLong.py	605926192	8800	4.144690069370843
0.5	10_c_SuperLong.py	605926192	8900	4.21944393740226
0.5	10_c_SuperLong.py	605926192	9000	4.200107680832602
0.5	10_c_SuperLong.py	605926192	9100	4.159870404284704
0.5	10_c_SuperLong.py	605926192	9200	4.236567221320332
0.5	10_c_SuperLong.py	605926192	9300	4.203388493700422
0.5	10_c_SuperLong.py	605926192	9400	4.20285402321064
0.5	10_c_SuperLong.py	605926192	9500	4.240478943695075
0.5	10_c_SuperLong.py	605926192	9600	4.171162274207751
0.5	10_c_SuperLong.py	605926192	9700	4.241033922513815
0.5	10_c_SuperLong.py	605926192	9800	4.243862142243574
0.5	10_c_SuperLong.py	605926192	9900	4.188251926814757
0.5	10_c_SuperLong.py	605926192	10000	4.114921721646654
0.5	10_c_SuperLong.py	605926192	10100	4.172897558145871
0.5	10_c_SuperLong.py	605926192	10200	4.2241880866793835
0.5	10_c_SuperLong.py	605926192	10300	4.135310696610654
0.5	10_c_SuperLong.py	605926192	10400	4.1515568022966
0.5	10_c_SuperLong.py	605926192	10500	4.225758388937465
0.5	10_c_SuperLong.py	605926192	10600	4.218522347274181
0.5	10_c_SuperLong.py	605926192	10700	4.175718212063332
0.5	10_c_SuperLong.py	605926192	10800	4.143095033392031
0.5	10_c_SuperLong.py	605926192	10900	4.1834157513041825
0.5	10_c_SuperLong.py	605926192	11000	4.178685914902431
0.5	10_c_SuperLong.py	605926192	11100	4.237177979362395
0.5	10_c_SuperLong.py	605926192	11200	4.261195989848662
0.5	10_c_SuperLong.py	605926192	11300	4.144768023665602
0.5	10_c_SuperLong.py	605926192	11400	4.280342493859307
0.5	10_c_SuperLong.py	605926192	11500	4.166257610134423
0.5	10_c_SuperLong.py	605926192	11600	4.25627162833638
0.5	10_c_SuperLong.py	605926192	11700	4.167499834086313
0.5	10_c_SuperLong.py	605926192	11800	4.215805230321287
0.5	10_c_SuperLong.py	605926192	11900	4.1716148684358085
0.5	10_c_SuperLong.py	605926192	12000	4.309923836444462
0.5	10_c_SuperLong.py	605926192	12100	4.328379132221579
0.5	10_c_SuperLong.py	605926192	12200	4.23049282023573
0.5	10_c_SuperLong.py	605926192	12300	4.138599053476166
0.5	10_c_SuperLong.py	605926192	12400	4.225341721442431
0.5	10_c_SuperLong.py	605926192	12500	4.2131073412614635
0.5	10_c_SuperLong.py	605926192	12600	4.168724908549602
0.5	10_c_SuperLong.py	605926192	12700	4.184879494861299
0.5	10_c_SuperLong.py	605926192	12800	4.17909568423172
0.5	10_c_SuperLong.py	605926192	12900	4.265312352718009
0.5	10_c_SuperLong.py	605926192	13000	4.1604946844803
0.5	10_c_SuperLong.py	605926192	13100	4.2070265885461
0.5	10_c_SuperLong.py	605926192	13200	4.164275109272373
0.5	10_c_SuperLong.py	605926192	13300	4.279033762868869
0.5	10_c_SuperLong.py	605926192	13400	4.155601847873151
0.5	10_c_SuperLong.py	605926192	13500	4.128621160999522
0.5	10_c_SuperLong.py	605926192	13600	4.207597945386226
0.5	10_c_SuperLong.py	605926192	13700	4.128176629660385
0.5	10_c_SuperLong.py	605926192	13800	4.1315268988664355
0.5	10_c_SuperLong.py	605926192	13900	4.197492875533717
0.5	10_c_SuperLong.py	605926192	14000	4.214816462164779
0.5	10_c_SuperLong.py	605926192	14100	4.172610653372646
0.5	10_c_SuperLong.py	605926192	14200	4.177595829243848
0.5	10_c_SuperLong.py	605926192	14300	4.107919755700612
0.5	10_c_SuperLong.py	605926192	14400	4.16147259835624
0.5	10_c_SuperLong.py	605926192	14500	4.16971165150921
0.5	10_c_SuperLong.py	605926192	14600	4.17163516586748
0.5	10_c_SuperLong.py	605926192	14700	4.215527401318761
0.5	10_c_SuperLong.py	605926192	14800	4.156528330891928
0.5	10_c_SuperLong.py	605926192	14900	4.217421642065507
0.5	10_c_SuperLong.py	605926192	15000	4.130275488851806
0.5	10_c_SuperLong.py	605926192	15100	4.181557644458341
0.5	10_c_SuperLong.py	605926192	15200	4.169309420552596
0.5	10_c_SuperLong.py	605926192	15300	4.1589780484612175
0.5	10_c_SuperLong.py	605926192	15400	4.179784891177486
0.5	10_c_SuperLong.py	605926192	15500	4.16605672730888
0.5	10_c_SuperLong.py	605926192	15600	4.145483761027024
0.5	10_c_SuperLong.py	605926192	15700	4.178132751201967
0.5	10_c_SuperLong.py	605926192	15800	4.08905573933011
0.5	10_c_SuperLong.py	605926192	15900	4.171344617082665
0.5	10_c_SuperLong.py	605926192	16000	4.154695645608949
0.5	10_c_SuperLong.py	605926192	16100	4.193136452838044
0.5	10_c_SuperLong.py	605926192	16200	4.221458803710732
0.5	10_c_SuperLong.py	605926192	16300	4.229671727552278
0.5	10_c_SuperLong.py	605926192	16400	4.230169332502622
0.5	10_c_SuperLong.py	605926192	16500	4.159665376523743
0.5	10_c_SuperLong.py	605926192	16600	4.237592945482656
0.5	10_c_SuperLong.py	605926192	16700	4.251803925511627
0.5	10_c_SuperLong.py	605926192	16800	4.232249867934985
0.5	10_c_SuperLong.py	605926192	16900	4.224063172015196
0.5	10_c_SuperLong.py	605926192	17000	4.2521233011093145
0.5	10_c_SuperLong.py	605926192	17100	4.2260128440008895
0.5	10_c_SuperLong.py	605926192	17200	4.225988098891733
0.5	10_c_SuperLong.py	605926192	17300	4.179530461212718
0.5	10_c_SuperLong.py	605926192	17400	4.228772101136665
0.5	10_c_SuperLong.py	605926192	17500	4.226189005085287
0.5	10_c_SuperLong.py	605926192	17600	4.212875867333055
0.5	10_c_SuperLong.py	605926192	17700	4.255816001223467
0.5	10_c_SuperLong.py	605926192	17800	4.243407949203938
0.5	10_c_SuperLong.py	605926192	17900	4.175319123171207
0.5	10_c_SuperLong.py	605926192	18000	4.205958436753161
0.5	10_c_SuperLong.py	605926192	18100	4.2115089843929665
0.5	10_c_SuperLong.py	605926192	18200	4.169280598203008
0.5	10_c_SuperLong.py	605926192	18300	4.209552555533416
0.5	10_c_SuperLong.py	605926192	18400	4.150048719725027
0.5	10_c_SuperLong.py	605926192	18500	4.172911842908974
0.5	10_c_SuperLong.py	605926192	18600	4.195329275334008
0.5	10_c_SuperLong.py	605926192	18700	4.198612364303854
0.5	10_c_SuperLong.py	605926192	18800	4.197424831798879
0.5	10_c_SuperLong.py	605926192	18900	4.22083368583724
0.5	10_c_SuperLong.py	605926192	19000	4.180951050217463
0.5	10_c_SuperLong.py	605926192	19100	4.11140676561965
0.5	10_c_SuperLong.py	605926192	19200	4.088666739514227
0.5	10_c_SuperLong.py	605926192	19300	4.105284460269674
0.5	10_c_SuperLong.py	605926192	19400	4.1562300525924005
0.5	10_c_SuperLong.py	605926192	19500	4.095369841109712
0.5	10_c_SuperLong.py	605926192	19600	4.137078537267935
0.5	10_c_SuperLong.py	605926192	19700	4.21437424354388
0.5	10_c_SuperLong.py	605926192	19800	4.205281658815205
0.5	10_c_SuperLong.py	605926192	19900	4.200972567313997
0.5	10_c_SuperLong.py	605926192	20000	4.079038032202446
0.5	10_c_SuperLong.py	605926192	20100	4.255294319529731
0.5	10_c_SuperLong.py	605926192	20200	4.234705269867337
0.5	10_c_SuperLong.py	605926192	20300	4.2124210095906145
0.5	10_c_SuperLong.py	605926192	20400	4.1752143417499985
0.5	10_c_SuperLong.py	605926192	20500	4.145835428131576
0.5	10_c_SuperLong.py	605926192	20600	4.122512699343791
0.5	10_c_SuperLong.py	605926192	20700	4.27153137740602
0.5	10_c_SuperLong.py	605926192	20800	4.14057035603244
0.5	10_c_SuperLong.py	605926192	20900	4.13776494871827
0.5	10_c_SuperLong.py	605926192	21000	4.198085668348083
0.5	10_c_SuperLong.py	605926192	21100	4.226453563203178
0.5	10_c_SuperLong.py	605926192	21200	4.162865172725873
0.5	10_c_SuperLong.py	605926192	21300	4.135152927190894
0.5	10_c_SuperLong.py	605926192	21400	4.131265389117399
0.5	10_c_SuperLong.py	605926192	21500	4.096378969289873
0.5	10_c_SuperLong.py	605926192	21600	4.1694668071188845
0.5	10_c_SuperLong.py	605926192	21700	4.219616509958752
0.5	10_c_SuperLong.py	605926192	21800	4.181263789704681
0.5	10_c_SuperLong.py	605926192	21900	4.140408703763204
0.5	10_c_SuperLong.py	605926192	22000	4.123585304106831
0.5	10_c_SuperLong.py	605926192	22100	4.169882678271924
0.5	10_c_SuperLong.py	605926192	22200	4.202084720915728
0.5	10_c_SuperLong.py	605926192	22300	4.140855101245333
0.5	10_c_SuperLong.py	605926192	22400	4.243803803101067
0.5	10_c_SuperLong.py	605926192	22500	4.2439459568036755
0.5	10_c_SuperLong.py	605926192	22600	4.180073187605757
0.5	10_c_SuperLong.py	605926192	22700	4.232258154585331
0.5	10_c_SuperLong.py	605926192	22800	4.224566568176694
0.5	10_c_SuperLong.py	605926192	22900	4.086191647473963
0.5	10_c_SuperLong.py	605926192	23000	4.084127218404639
0.5	10_c_SuperLong.py	605926192	23100	4.114753931797493
0.5	10_c_SuperLong.py	605926192	23200	4.170758822134103
0.5	10_c_SuperLong.py	605926192	23300	4.116268087216155
0.5	10_c_SuperLong.py	605926192	23400	4.22233353959248
0.5	10_c_SuperLong.py	605926192	23500	4.195175742883793
0.5	10_c_SuperLong.py	605926192	23600	4.249724151416874
0.5	10_c_SuperLong.py	605926192	23700	4.116578555073513
0.5	10_c_SuperLong.py	605926192	23800	4.2617774251344125
0.5	10_c_SuperLong.py	605926192	23900	4.204027801853567
0.5	10_c_SuperLong.py	605926192	24000	4.155675028017722
0.5	10_c_SuperLong.py	605926192	24100	4.126789612927548
0.5	10_c_SuperLong.py	605926192	24200	4.222116157448606
0.5	10_c_SuperLong.py	605926192	24300	4.221496486165703
0.5	10_c_SuperLong.py	605926192	24400	4.167105781757952
0.5	10_c_SuperLong.py	605926192	24500	4.108646770151976
0.5	10_c_SuperLong.py	605926192	24600	4.119082178578645
0.5	10_c_SuperLong.py	605926192	24700	4.104708076478291
0.5	10_c_SuperLong.py	605926192	24800	4.176034695618429
0.5	10_c_SuperLong.py	605926192	24900	4.172707226287331
0.5	10_c_SuperLong.py	605926192	25000	4.185003370742266
0.5	10_c_SuperLong.py	605926192	25100	4.155555389707721
0.5	10_c_SuperLong.py	605926192	25200	4.268839217434018
0.5	10_c_SuperLong.py	605926192	25300	4.3128378955193885
0.5	10_c_SuperLong.py	605926192	25400	4.137720763394851
0.5	10_c_SuperLong.py	605926192	25500	4.14055280587446
0.5	10_c_SuperLong.py	605926192	25600	4.190675598794489
0.5	10_c_SuperLong.py	605926192	25700	4.147607099648808
0.5	10_c_SuperLong.py	605926192	25800	4.2229143706352295
0.5	10_c_SuperLong.py	605926192	25900	4.225486022515124
0.5	10_c_SuperLong.py	605926192	26000	4.197963950819661
0.5	10_c_SuperLong.py	605926192	26100	4.1986518125858785
0.5	10_c_SuperLong.py	605926192	26200	4.199487901258538
0.5	10_c_SuperLong.py	605926192	26300	4.24703619792484
0.5	10_c_SuperLong.py	605926192	26400	4.1865364303041535
0.5	10_c_SuperLong.py	605926192	26500	4.201006600161361
0.5	10_c_SuperLong.py	605926192	26600	4.276504384610649
0.5	10_c_SuperLong.py	605926192	26700	4.267918317277134
0.5	10_c_SuperLong.py	605926192	26800	4.208891998496778
0.5	10_c_SuperLong.py	605926192	26900	4.187880304318681
0.5	10_c_SuperLong.py	605926192	27000	4.274406487869301
0.5	10_c_SuperLong.py	605926192	27100	4.167172062450094
0.5	10_c_SuperLong.py	605926192	27200	4.211707155049522
0.5	10_c_SuperLong.py	605926192	27300	4.189771376980603
0.5	10_c_SuperLong.py	605926192	27400	4.195267606939193
0.5	10_c_SuperLong.py	605926192	27500	4.253874511763951
0.5	10_c_SuperLong.py	605926192	27600	4.211475843416012
0.5	10_c_SuperLong.py	605926192	27700	4.197177512776159
0.5	10_c_SuperLong.py	605926192	27800	4.12559090265049
0.5	10_c_SuperLong.py	605926192	27900	4.222506808720216
0.5	10_c_SuperLong.py	605926192	28000	4.212054709041833
0.5	10_c_SuperLong.py	605926192	28100	4.229989890739461
0.5	10_c_SuperLong.py	605926192	28200	4.158678769940576
0.5	10_c_SuperLong.py	605926192	28300	4.157896682023008
0.5	10_c_SuperLong.py	605926192	28400	4.237401589523084
0.5	10_c_SuperLong.py	605926192	28500	4.159280843835098
0.5	10_c_SuperLong.py	605926192	28600	4.220350303192184
0.5	10_c_SuperLong.py	605926192	28700	4.152245302783283
0.5	10_c_SuperLong.py	605926192	28800	4.207138146419477
0.5	10_c_SuperLong.py	605926192	28900	4.150727671638667
0.5	10_c_SuperLong.py	605926192	29000	4.236972862958268
0.5	10_c_SuperLong.py	605926192	29100	4.210259780422053
0.5	10_c_SuperLong.py	605926192	29200	4.261908047063794
0.5	10_c_SuperLong.py	605926192	29300	4.200108265541796
0.5	10_c_SuperLong.py	605926192	29400	4.2648317550581964
0.5	10_c_SuperLong.py	605926192	29500	4.166990070054935
0.5	10_c_SuperLong.py	605926192	29600	4.177548836690048
0.5	10_c_SuperLong.py	605926192	29700	4.20095009978989
0.5	10_c_SuperLong.py	605926192	29800	4.292169947785333
0.5	10_c_SuperLong.py	605926192	29900	4.172459310036536
0.5	10_c_SuperLong.py	605926192	30000	4.142178877968495
0.5	10_c_SuperLong.py	605926192	30100	4.167092536321315
0.5	10_c_SuperLong.py	605926192	30200	4.138496956602068
0.5	10_c_SuperLong.py	605926192	30300	4.171588016928774
0.5	10_c_SuperLong.py	605926192	30400	4.17075307129634
0.5	10_c_SuperLong.py	605926192	30500	4.145748072716069
0.5	10_c_SuperLong.py	605926192	30600	4.1657090684024185
0.5	10_c_SuperLong.py	605926192	30700	4.149673733350576
0.5	10_c_SuperLong.py	605926192	30800	4.148541720783207
0.5	10_c_SuperLong.py	605926192	30900	4.122834466260234
0.5	10_c_SuperLong.py	605926192	31000	4.152229988905039
0.5	10_c_SuperLong.py	605926192	31100	4.198499766628931
0.5	10_c_SuperLong.py	605926192	31200	4.179744253199105
0.5	10_c_SuperLong.py	605926192	31300	4.276841875988975
0.5	10_c_SuperLong.py	605926192	31400	4.199097654508276
0.5	10_c_SuperLong.py	605926192	31500	4.180543496823743
0.5	10_c_SuperLong.py	605926192	31600	4.19845033835239
0.5	10_c_SuperLong.py	605926192	31700	4.305002345155972
0.5	10_c_SuperLong.py	605926192	31800	4.223372356263293
0.5	10_c_SuperLong.py	605926192	31900	4.20993598902001
0.5	10_c_SuperLong.py	605926192	32000	4.229110133605502
0.5	10_c_SuperLong.py	605926192	32100	4.2111906967033965
0.5	10_c_SuperLong.py	605926192	32200	4.19199156871861
0.5	10_c_SuperLong.py	605926192	32300	4.164959953093368
0.5	10_c_SuperLong.py	605926192	32400	4.16124142154623
0.5	10_c_SuperLong.py	605926192	32500	4.221428357960498
0.5	10_c_SuperLong.py	605926192	32600	4.274380981463449
0.5	10_c_SuperLong.py	605926192	32700	4.2643987701510335
0.5	10_c_SuperLong.py	605926192	32800	4.29862340430513
0.5	10_c_SuperLong.py	605926192	32900	4.250264028283479
0.5	10_c_SuperLong.py	605926192	33000	4.147040194293157
0.5	10_c_SuperLong.py	605926192	33100	4.213628728658637
0.5	10_c_SuperLong.py	605926192	33200	4.128486663060402
0.5	10_c_SuperLong.py	605926192	33300	4.163811911934237
0.5	10_c_SuperLong.py	605926192	33400	4.150483217395005
0.5	10_c_SuperLong.py	605926192	33500	4.161616313639779
0.5	10_c_SuperLong.py	605926192	33600	4.191389713844624
0.5	10_c_SuperLong.py	605926192	33700	4.167425203459294
0.5	10_c_SuperLong.py	605926192	33800	4.16279494535069
0.5	10_c_SuperLong.py	605926192	33900	4.1856776361107135
0.5	10_c_SuperLong.py	605926192	34000	4.169648252760554
0.5	10_c_SuperLong.py	605926192	34100	4.186106543432245
0.5	10_c_SuperLong.py	605926192	34200	4.133075624236044
0.5	10_c_SuperLong.py	605926192	34300	4.194681411092677
0.5	10_c_SuperLong.py	605926192	34400	4.157643160673015
0.5	10_c_SuperLong.py	605926192	34500	4.147981699396968
0.5	10_c_SuperLong.py	605926192	34600	4.231838154277625
0.5	10_c_SuperLong.py	605926192	34700	4.13008171909279
0.5	10_c_SuperLong.py	605926192	34800	4.107177060421381
0.5	10_c_SuperLong.py	605926192	34900	4.118572279294268
0.5	10_c_SuperLong.py	605926192	35000	4.187515756056634
0.5	10_c_SuperLong.py	605926192	35100	4.263358174900294
0.5	10_c_SuperLong.py	605926192	35200	4.203706607316129
0.5	10_c_SuperLong.py	605926192	35300	4.227867817845633
0.5	10_c_SuperLong.py	605926192	35400	4.221803911347652
0.5	10_c_SuperLong.py	605926192	35500	4.150738215207255
0.5	10_c_SuperLong.py	605926192	35600	4.175634568037443
0.5	10_c_SuperLong.py	605926192	35700	4.153720432950334
0.5	10_c_SuperLong.py	605926192	35800	4.159842467494436
0.5	10_c_SuperLong.py	605926192	35900	4.190166734434497
0.5	10_c_SuperLong.py	605926192	36000	4.143147284315981
0.5	10_c_SuperLong.py	605926192	36100	4.207323647749615
0.5	10_c_SuperLong.py	605926192	36200	4.183876451849545
0.5	10_c_SuperLong.py	605926192	36300	4.209068744156435
0.5	10_c_SuperLong.py	605926192	36400	4.161788344250904
0.5	10_c_SuperLong.py	605926192	36500	4.2549121138982
0.5	10_c_SuperLong.py	605926192	36600	4.278117287574405
0.5	10_c_SuperLong.py	605926192	36700	4.045627033608791
0.5	10_c_SuperLong.py	605926192	36800	4.215669869554811
0.5	10_c_SuperLong.py	605926192	36900	4.192946386696962
0.5	10_c_SuperLong.py	605926192	37000	4.184555524744443
0.5	10_c_SuperLong.py	605926192	37100	4.1536767792464575
0.5	10_c_SuperLong.py	605926192	37200	4.1717321246833325
0.5	10_c_SuperLong.py	605926192	37300	4.192593264596374
0.5	10_c_SuperLong.py	605926192	37400	4.325098523853287
0.5	10_c_SuperLong.py	605926192	37500	4.237031316490001
0.5	10_c_SuperLong.py	605926192	37600	4.201094473847443
0.5	10_c_SuperLong.py	605926192	37700	4.176252288014896
0.5	10_c_SuperLong.py	605926192	37800	4.157760120645465
0.5	10_c_SuperLong.py	605926192	37900	4.230216880467336
0.5	10_c_SuperLong.py	605926192	38000	4.233746460249447
0.5	10_c_SuperLong.py	605926192	38100	4.2792806994688455
0.5	10_c_SuperLong.py	605926192	38200	4.131769016041518
0.5	10_c_SuperLong.py	605926192	38300	4.065867582631965
0.5	10_c_SuperLong.py	605926192	38400	4.221141860821564
0.5	10_c_SuperLong.py	605926192	38500	4.254686582927038
0.5	10_c_SuperLong.py	605926192	38600	4.132395475151961
0.5	10_c_SuperLong.py	605926192	38700	4.226618044027735
0.5	10_c_SuperLong.py	605926192	38800	4.135932518595754
0.5	10_c_SuperLong.py	605926192	38900	4.200394666657037
0.5	10_c_SuperLong.py	605926192	39000	4.232650013769716
0.5	10_c_SuperLong.py	605926192	39100	4.194375901684951
0.5	10_c_SuperLong.py	605926192	39200	4.151779885058131
0.5	10_c_SuperLong.py	605926192	39300	4.226839619273694
0.5	10_c_SuperLong.py	605926192	39400	4.256217703627418
0.5	10_c_SuperLong.py	605926192	39500	4.127394922829675
0.5	10_c_SuperLong.py	605926192	39600	4.104634857723971
0.5	10_c_SuperLong.py	605926192	39700	4.16893410173942
0.5	10_c_SuperLong.py	605926192	39800	4.131557183206729
0.5	10_c_SuperLong.py	605926192	39900	4.121524127757112
0.5	10_c_SuperLong.py	605926192	40000	4.085058896223622
0.6	10_c_SuperLong_EntropDecay.py	137686396	100	4.589010859802917
0.6	10_c_SuperLong_EntropDecay.py	137686396	200	4.411871849453193
0.6	10_c_SuperLong_EntropDecay.py	137686396	300	4.404362593860466
0.6	10_c_SuperLong_EntropDecay.py	137686396	400	4.422806008772579
0.6	10_c_SuperLong_EntropDecay.py	137686396	500	4.4120192162748335
0.6	10_c_SuperLong_EntropDecay.py	137686396	600	4.401671717420205
0.6	10_c_SuperLong_EntropDecay.py	137686396	700	4.41806160326294
0.6	10_c_SuperLong_EntropDecay.py	137686396	800	4.345901030503881
0.6	10_c_SuperLong_EntropDecay.py	137686396	900	4.3987325791235214
0.6	10_c_SuperLong_EntropDecay.py	137686396	1000	4.470093522482277
0.6	10_c_SuperLong_EntropDecay.py	137686396	1100	4.376661516737037
0.6	10_c_SuperLong_EntropDecay.py	137686396	1200	4.412481160764793
0.6	10_c_SuperLong_EntropDecay.py	137686396	1300	4.437086093776533
0.6	10_c_SuperLong_EntropDecay.py	137686396	1400	4.392427311755366
0.6	10_c_SuperLong_EntropDecay.py	137686396	1500	4.369562678262409
0.6	10_c_SuperLong_EntropDecay.py	137686396	1600	4.30718260039156
0.6	10_c_SuperLong_EntropDecay.py	137686396	1700	4.339354279624149
0.6	10_c_SuperLong_EntropDecay.py	137686396	1800	4.475671816069824
0.6	10_c_SuperLong_EntropDecay.py	137686396	1900	4.403094627874495
0.6	10_c_SuperLong_EntropDecay.py	137686396	2000	4.372639651357315
0.6	10_c_SuperLong_EntropDecay.py	137686396	2100	4.446933327678742
0.6	10_c_SuperLong_EntropDecay.py	137686396	2200	4.373567977970601
0.6	10_c_SuperLong_EntropDecay.py	137686396	2300	4.415823814703765
0.6	10_c_SuperLong_EntropDecay.py	137686396	2400	4.3553986030805945
0.6	10_c_SuperLong_EntropDecay.py	137686396	2500	4.37119968742018
0.6	10_c_SuperLong_EntropDecay.py	137686396	2600	4.391094386790876
0.6	10_c_SuperLong_EntropDecay.py	137686396	2700	4.338930792805506
0.6	10_c_SuperLong_EntropDecay.py	137686396	2800	4.342166134574512
0.6	10_c_SuperLong_EntropDecay.py	137686396	2900	4.379872440103532
0.6	10_c_SuperLong_EntropDecay.py	137686396	3000	4.39505053391475
0.6	10_c_SuperLong_EntropDecay.py	137686396	3100	4.3395936336364915
0.6	10_c_SuperLong_EntropDecay.py	137686396	3200	4.358191692846352
0.6	10_c_SuperLong_EntropDecay.py	137686396	3300	4.3770162726520585
0.6	10_c_SuperLong_EntropDecay.py	137686396	3400	4.3904780919570765
0.6	10_c_SuperLong_EntropDecay.py	137686396	3500	4.369911338920462
0.6	10_c_SuperLong_EntropDecay.py	137686396	3600	4.3418687921395644
0.6	10_c_SuperLong_EntropDecay.py	137686396	3700	4.4300500180287425
0.6	10_c_SuperLong_EntropDecay.py	137686396	3800	4.35877687117553
0.6	10_c_SuperLong_EntropDecay.py	137686396	3900	4.366962938406911
0.6	10_c_SuperLong_EntropDecay.py	137686396	4000	4.355149638288939
