Position	Word	Lemma	POS	Part	Item	Condition	Region	Round
7	خودش	خودش	N_SING	1	36	4	other	2
8	تمام	تمام	ADJ	1	36	4	other	2
9	شد	کرد#کن	V_PA	1	36	4	other	2
10	در	در	P	1	36	4	other	2
11	دادگاه	دادگاه	N_SING	1	36	4	other	2
12	نوشت	نوشت#نویس	V_PA	1	36	4	verb	2
13	و	و	CON	1	36	4	other	2
14	به	به	P	1	36	4	other	2
15	حبس	حبس	N_SING	1	36	4	other	2
16	ابد	بود#آ	N_SING	1	36	4	other	2
17	محکوم	محکوم	ADJ	1	36	4	other	2
18	شد	کرد#کن	V_PA	1	36	4	other	2
19	.	.	DELM	1	36	4	other	2
1	مجید	مجید	N_SING	1	27	2	other	2
2	لطفی	لطفی	N_SING	1	27	2	other	2
3	که	که	CON	1	27	2	other	2
4	دور	دور	ADV	1	27	2	other	2
5	از	از	P	1	27	2	other	2
6	ذهن	ذهن	N_SING	1	27	2	other	2
7	بود	بود#باش	V_PA	1	27	2	other	2
8	به	به	P	1	27	2	other	2
9	من	من	PRO	1	27	2	other	2
10	کرد	کرد#کن	V_PA	1	27	2	verb	2
11	و	و	CON	1	27	2	other	2
12	من	من	PRO	1	27	2	other	2
13	همیشه	همیشه	ADV_TIME	1	27	2	other	2
14	به	به	P	1	27	2	other	2
15	او	او	PRO	1	27	2	other	2
16	مدیونم	None	V_PRS	1	27	2	other	2
17	.	.	DELM	1	27	2	other	2
1	آدم	آدم	N_SING	2	23	4	other	2
2	رباها	ربا	N_PL	2	23	4	other	2
3	اخطاری	خطر	N_SING	2	23	4	other	2
4	به	به	P	2	23	4	other	2
5	خانواده‌ی	خانواده	N_SING	2	23	4	other	2
6	کودک	کودک	N_SING	2	23	4	other	2
7	ربوده	ربود#ربا	V_PP	2	23	4	other	2
8	شده	کرد#کن	V_PP	2	23	4	other	2
9	فرستادند	None	V_PA	2	23	4	verb	2
10	که	که	CON	2	23	4	other	2
11	اگر	اگر	CON	2	23	4	other	2
12	پول	پول	N_SING	2	23	4	other	2
13	را	را	CLITIC	2	23	4	other	2
14	آماده	آماده	ADJ	2	23	4	other	2
15	نکنند	کرد#کن	V_SUB	2	23	4	other	2
16	پسرشان	پسرش	N_PL	2	23	4	other	2
17	را	را	CLITIC	2	23	4	other	2
18	می‌کشند	کشید#کش	V_PRS	2	23	4	other	2
19	.	.	DELM	2	23	4	other	2
1	رضا	رضا	N_SING	2	13	4	other	2
2	باغی	باغ	N_SING	2	13	4	other	2
3	به	به	P	2	13	4	other	2
4	پدر	پدر	N_SING	2	13	4	other	2
5	بیمار	بیمار	N_SING	2	13	4	other	2
6	من	من	PRO	2	13	4	other	2
7	فروخت	None	V_PA	2	13	4	verb	2
8	که	که	CON	2	13	4	other	2
9	پر	پر	ADJ	2	13	4	other	2
10	از	از	P	2	13	4	other	2
11	درخت	درخت	N_SING	2	13	4	other	2
12	های	ها	N_PL	2	13	4	other	2
13	زردآلو	None	N_SING	2	13	4	other	2
14	و	و	CON	2	13	4	other	2
15	گیلاس	گیلاس	N_SING	2	13	4	other	2
16	بود	بود#باش	V_PA	2	13	4	other	2
17	.	.	DELM	2	13	4	other	2
1	حامد	حامد	N_SING	2	33	3	other	2
2	چاره‌ای	چاره	N_SING	2	33	3	other	2
3	در	در	P	2	33	3	other	2
4	مورد	مورد	N_SING	2	33	3	other	2
5	مسئله	مسئله	N_SING	2	33	3	other	2
6	اندیشید	اندیشید#اندیش	V_PA	2	33	3	verb	2
7	که	که	CON	2	33	3	other	2
8	بسیار	بسیار	ADV	2	33	3	other	2
9	کارآمد	کارآمد	ADJ	2	33	3	other	2
10	بود	بود#باش	V_PA	2	33	3	other	2
11	.	.	DELM	2	33	3	other	2
1	نازنین	نازنین	N_SING	2	35	4	other	2
2	واقعیتی	None	N_SING	2	35	4	other	2
3	در	در	P	2	35	4	other	2
4	مورد	مورد	N_SING	2	35	4	other	2
5	آینده‌ی	آینده	N_SING	2	35	4	other	2
6	کاری	کار	N_SING	2	35	4	other	2
7	خودش	خودش	N_SING	2	35	4	other	2
8	فهمید	None	V_PA	2	35	4	verb	2
9	که	که	CON	2	35	4	other	2
10	فکرش	فکرش	N_SING	2	35	4	other	2
11	را	را	CLITIC	2	35	4	other	2
12	حسابی	حسابی	ADV	2	35	4	other	2
13	مشغول	مشغول	ADJ	2	35	4	other	2
14	کرد	کرد#کن	V_PA	2	35	4	other	2
15	.	.	DELM	2	35	4	other	2
1	من	من	PRO	2	10	4	other	2
2	پولی	پولی	N_SING	2	10	4	other	2
3	از	از	P	2	10	4	other	2
4	برادر	برادر	N_SING	2	10	4	other	2
5	مهسا	مهسا	N_SING	2	10	4	other	2
6	گرفتم	گرفت#گیر	V_PA	2	10	4	verb	2
7	چون	چون	CON	2	10	4	other	2
8	کیفم	کیفم	N_SING	2	10	4	other	2
9	را	را	CLITIC	2	10	4	other	2
10	در	در	P	2	10	4	other	2
11	خانه	خانه	N_SING	2	10	4	other	2
12	جا	جا	N_SING	2	10	4	other	2
13	گذاشته	گذاشت#گذار	V_PP	2	10	4	other	2
14	بودم	بود	V_PA	2	10	4	other	2
15	.	.	DELM	2	10	4	other	2
1	رضا	رضا	N_SING	2	13	1	other	2
2	لبخندی	None	N_SING	2	13	1	other	2
3	به	به	P	2	13	1	other	2
4	من	من	PRO	2	13	1	other	2
5	زد	زد#زن	V_PA	2	13	1	verb	2
6	که	که	CON	2	13	1	other	2
7	هرگز	هرگز	ADV_NEG	2	13	1	other	2
8	از	از	P	2	13	1	other	2
9	یاد	یاد	N_SING	2	13	1	other	2
10	نمی‌برم	دید#بر	V_PRS	2	13	1	other	2
11	.	.	DELM	2	13	1	other	2
1	مژگان	مژگان	N_SING	1	14	4	other	2
2	هدیه‌ای	هدیه	N_SING	1	14	4	other	2
3	که	که	CON	1	14	4	other	2
4	برایم	رسید#را	V_SUB	1	14	4	other	2
5	باورنکردنی	باورنکردنی	ADJ	1	14	4	other	2
6	بود	بود#باش	V_PA	1	14	4	other	2
7	به	به	P	1	14	4	other	2
8	من	من	PRO	1	14	4	other	2
9	داد	داد#ده	V_PA	1	14	4	verb	2
10	و	و	CON	1	14	4	other	2
11	من	من	PRO	1	14	4	other	2
12	حسابی	حسابی	ADV	1	14	4	other	2
13	ذوق	ذوق	N_SING	1	14	4	other	2
14	زده	زد#زن	V_PP	1	14	4	other	2
15	شدم	کرد#کن	V_PA	1	14	4	other	2
16	.	.	DELM	1	14	4	other	2
1	بهنام	None	N_SING	1	20	4	other	2
2	مقاله‌ای	مقاله	N_SING	1	20	4	other	2
3	که	که	CON	1	20	4	other	2
4	دنبالش	دنبالش	N_SING	1	20	4	other	2
5	بودم	بود	V_PA	1	20	4	other	2
6	را	را	CLITIC	1	20	4	other	2
7	به	به	P	1	20	4	other	2
8	من	من	PRO	1	20	4	other	2
9	داد	داد#ده	V_PA	1	20	4	verb	2
10	و	و	CON	1	20	4	other	2
11	حسابی	حسابی	N_SING	1	20	4	other	2
12	کارم	کارم	N_SING	1	20	4	other	2
13	را	را	CLITIC	1	20	4	other	2
14	جلو	جلو	N_SING	1	20	4	other	2
15	انداخت	None	V_PA	1	20	4	other	2
16	.	.	DELM	1	20	4	other	2
1	شبنم	شبنم	N_SING	1	19	2	other	2
2	پیشنهادی	پیشنهادی	N_SING	1	19	2	other	2
3	که	که	CON	1	19	2	other	2
4	به	به	P	1	19	2	other	2
5	نظر	نظر	N_SING	1	19	2	other	2
6	باارزش	باارزش	ADJ	1	19	2	other	2
7	می‌آمد	آمد#آ	V_PA	1	19	2	other	2
8	به	به	P	1	19	2	other	2
9	من	من	PRO	1	19	2	other	2
10	کرد	کرد#کن	V_PA	1	19	2	verb	2
11	و	و	CON	1	19	2	other	2
12	من	من	PRO	1	19	2	other	2
13	آن	آن	PRO	1	19	2	other	2
14	را	را	CLITIC	1	19	2	other	2
15	قبول	قبول	ADJ	1	19	2	other	2
16	کردم	کرد#کن	V_PA	1	19	2	other	2
17	.	.	DELM	1	19	2	other	2
1	حسین	حسین	N_SING	2	34	4	other	2
2	چیزی	چیز	N_SING	2	34	4	other	2
3	در	در	P	2	34	4	other	2
4	مورد	مورد	N_SING	2	34	4	other	2
5	همسر	همسر	N_SING	2	34	4	other	2
6	مهربان	مهربان	ADJ	2	34	4	other	2
7	و	و	CON	2	34	4	other	2
8	فداکارش	فداکارش	ADJ	2	34	4	other	2
9	فهمید	None	V_PA	2	34	4	verb	2
10	که	که	CON	2	34	4	other	2
11	خواب	خواب	N_SING	2	34	4	other	2
12	را	را	CLITIC	2	34	4	other	2
13	از	از	P	2	34	4	other	2
14	چشمانش	چشمانش	N_PL	2	34	4	other	2
15	گرفته	گرفت#گیر	V_PP	2	34	4	other	2
16	بود	بود#باش	V_PA	2	34	4	other	2
17	.	.	DELM	2	34	4	other	2
1	نیلوفر	نیلوفر	N_SING	1	26	3	other	2
2	دکلمله‌ای	دکلمله	N_SING	1	26	3	other	2
3	در	در	P	1	26	3	other	2
4	مدرسه	مدرسه	N_SING	1	26	3	other	2
5	خواند	خواند#خوان	V_PA	1	26	3	verb	2
6	و	و	CON	1	26	3	other	2
7	جایزه‌ی	جایزه	N_SING	1	26	3	other	2
8	بهترین	به	ADJ_SUP	1	26	3	other	2
9	دکلمه‌ی	دکلمه	N_SING	1	26	3	other	2
10	منطقه	منطقه	N_SING	1	26	3	other	2
11	را	را	CLITIC	1	26	3	other	2
12	گرفت	گرفت#گیر	V_PA	1	26	3	other	2
13	.	.	DELM	1	26	3	other	2
1	استاد	استاد	N_SING	2	28	3	other	2
2	قطعه‌ای	قطعه	N_SING	2	28	3	other	2
3	با	با	P	2	28	3	other	2
4	شاگردش	شاگردش	N_SING	2	28	3	other	2
5	نواخت	نواخت#نواز	V_PA	2	28	3	verb	2
6	که	که	CON	2	28	3	other	2
7	بسیار	بسیار	ADV	2	28	3	other	2
8	برایم	رسید#را	V_SUB	2	28	3	other	2
9	خاطره	خاطره	N_SING	2	28	3	other	2
10	انگیز	انگیز	ADJ	2	28	3	other	2
11	بود	بود#باش	V_PA	2	28	3	other	2
12	.	.	DELM	2	28	3	other	2
1	حسن	حسن	N_SING	1	5	4	other	2
2	داستانی	داستان	N_SING	1	5	4	other	2
3	که	که	CON	1	5	4	other	2
4	اصلا	اصلاً	ADV	1	5	4	other	2
5	منطقی	منطقی	ADJ	1	5	4	other	2
6	نبود	بود#باش	V_PA	1	5	4	other	2
7	از	از	P	1	5	4	other	2
8	همسایه‌اش	همسایه‌اش	N_SING	1	5	4	other	2
9	شنید	None	V_PA	1	5	4	verb	2
10	و	و	CON	1	5	4	other	2
11	نمی	نمی	ADV	1	5	4	other	2
12	دانست	دانست#دان	V_PA	1	5	4	other	2
13	باید	بایست#باید	V_AUX	1	5	4	other	2
14	آن	آن	PRO	1	5	4	other	2
15	را	را	CLITIC	1	5	4	other	2
16	باور	باور	N_SING	1	5	4	other	2
17	کند	کرد#کن	V_SUB	1	5	4	other	2
18	یا	یا	CON	1	5	4	other	2
19	نه	نه	ADV_NEG	1	5	4	other	2
20	.	.	DELM	1	5	4	other	2
1	پژمان	پژمان	N_SING	1	31	2	other	2
2	قضاوتی	قضاوتی	N_SING	1	31	2	other	2
3	که	که	CON	1	31	2	other	2
4	اصلا	اصلاً	ADV	1	31	2	other	2
5	منصفانه	منصفانه	ADJ	1	31	2	other	2
6	نبود	بود#باش	V_PA	1	31	2	other	2
7	در	در	P	1	31	2	other	2
8	مورد	مورد	N_SING	1	31	2	other	2
9	من	من	PRO	1	31	2	other	2
10	کرد	کرد#کن	V_PA	1	31	2	verb	2
11	اما	اما	CON	1	31	2	other	2
12	متوجه	متوجه	N_SING	1	31	2	other	2
13	اشتباهش	اشتباهش	N_SING	1	31	2	other	2
14	شد	کرد#کن	V_PA	1	31	2	other	2
15	.	.	DELM	1	31	2	other	2
1	سپیده	None	N_SING	2	7	3	other	2
2	نقدی	نقد	ADJ	2	7	3	other	2
3	از	از	P	2	7	3	other	2
4	مقاله	مقاله	N_SING	2	7	3	other	2
5	خواند	خواند#خوان	V_PA	2	7	3	verb	2
6	که	که	CON	2	7	3	other	2
7	بسیار	بسیار	ADV	2	7	3	other	2
8	چالش	چالش	N_SING	2	7	3	other	2
9	برانگیز	برانگیز	ADJ	2	7	3	other	2
10	بود	بود#باش	V_PA	2	7	3	other	2
11	.	.	DELM	2	7	3	other	2
1	حامد	حامد	N_SING	1	33	3	other	2
2	چاره‌ای	چاره	N_SING	1	33	3	other	2
3	در	در	P	1	33	3	other	2
4	مورد	مورد	N_SING	1	33	3	other	2
5	مسئله	مسئله	N_SING	1	33	3	other	2
6	اندیشید	اندیشید#اندیش	V_PA	1	33	3	verb	2
7	و	و	CON	1	33	3	other	2
8	اصرار	اصرار	N_SING	1	33	3	other	2
9	داشت	داشت#دار	V_PA	1	33	3	other	2
10	آن	آن	PRO	1	33	3	other	2
11	را	را	CLITIC	1	33	3	other	2
12	عملی	عملی	ADJ	1	33	3	other	2
13	کند	کرد#کن	V_SUB	1	33	3	other	2
14	.	.	DELM	1	33	3	other	2
1	معلمم	معلمم	N_SING	1	17	1	other	2
2	توصیه‌ای	توصیه	N_SING	1	17	1	other	2
3	به	به	P	1	17	1	other	2
4	من	من	PRO	1	17	1	other	2
5	کرد	کرد#کن	V_PA	1	17	1	verb	2
6	و	و	CON	1	17	1	other	2
7	من	من	PRO	1	17	1	other	2
8	سعی	سعی	N_SING	1	17	1	other	2
9	کردم	کرد#کن	V_PA	1	17	1	other	2
10	آن	آن	PRO	1	17	1	other	2
11	را	را	CLITIC	1	17	1	other	2
12	به	به	P	1	17	1	other	2
13	کار	کار	N_SING	1	17	1	other	2
14	ببندم	بد#بن	V_SUB	1	17	1	other	2
15	.	.	DELM	1	17	1	other	2
1	آدم	آدم	N_SING	2	23	3	other	2
2	رباها	ربا	N_PL	2	23	3	other	2
3	اخطاری	خطر	N_SING	2	23	3	other	2
4	به	به	P	2	23	3	other	2
5	من	من	PRO	2	23	3	other	2
6	فرستادند	None	V_PA	2	23	3	verb	2
7	که	که	CON	2	23	3	other	2
8	اگر	اگر	CON	2	23	3	other	2
9	پول	پول	N_SING	2	23	3	other	2
10	را	را	CLITIC	2	23	3	other	2
11	آماده	آماده	ADJ	2	23	3	other	2
12	نکنم	کرد#کن	V_SUB	2	23	3	other	2
13	پسرم	پسرم	N_SING	2	23	3	other	2
14	را	را	CLITIC	2	23	3	other	2
15	می‌کشند	کشید#کش	V_PRS	2	23	3	other	2
16	.	.	DELM	2	23	3	other	2
1	حامد	حامد	N_SING	1	33	4	other	2
2	چاره‌ای	چاره	N_SING	1	33	4	other	2
3	که	که	CON	1	33	4	other	2
4	درست	درست	ADV	1	33	4	other	2
5	به	به	P	1	33	4	other	2
6	نظر	نظر	N_SING	1	33	4	other	2
7	می‌رسید	رسید#رس	V_PA	1	33	4	other	2
8	در	در	P	1	33	4	other	2
9	مورد	مورد	N_SING	1	33	4	other	2
10	مسئله	مسئله	N_SING	1	33	4	other	2
11	اندیشید	اندیشید#اندیش	V_PA	1	33	4	verb	2
12	و	و	CON	1	33	4	other	2
13	اصرار	اصرار	N_SING	1	33	4	other	2
14	داشت	داشت#دار	V_PA	1	33	4	other	2
15	آن	آن	PRO	1	33	4	other	2
16	را	را	CLITIC	1	33	4	other	2
17	عملی	عملی	ADJ	1	33	4	other	2
18	کند	کرد#کن	V_SUB	1	33	4	other	2
19	.	.	DELM	1	33	4	other	2
1	من	من	PRO	2	10	2	other	2
2	خواهشی	خواهش	N_SING	2	10	2	other	2
3	از	از	P	2	10	2	other	2
4	همکلاسی	همکلاسی	N_SING	2	10	2	other	2
5	برادر	برادر	N_SING	2	10	2	other	2
6	مهسا	مهسا	N_SING	2	10	2	other	2
7	کردم	کرد#کن	V_PA	2	10	2	verb	2
8	اما	اما	CON	2	10	2	other	2
9	او	او	PRO	2	10	2	other	2
10	آن	آن	PRO	2	10	2	other	2
11	را	را	CLITIC	2	10	2	other	2
12	رد	رد	N_SING	2	10	2	other	2
13	کرد	کرد#کن	V_PA	2	10	2	other	2
14	.	.	DELM	2	10	2	other	2
1	حامد	حامد	N_SING	2	33	4	other	2
2	چاره‌ای	چاره	N_SING	2	33	4	other	2
3	در	در	P	2	33	4	other	2
4	مورد	مورد	N_SING	2	33	4	other	2
5	مسئله‌ی	مسئله	N_SING	2	33	4	other	2
6	مالی	مالی	ADJ	2	33	4	other	2
7	شرکت	شرکت	N_SING	2	33	4	other	2
8	اندیشید	اندیشید#اندیش	V_PA	2	33	4	verb	2
9	که	که	CON	2	33	4	other	2
10	بسیار	بسیار	ADV	2	33	4	other	2
11	کارآمد	کارآمد	ADJ	2	33	4	other	2
12	بود	بود#باش	V_PA	2	33	4	other	2
13	.	.	DELM	2	33	4	other	2
1	مجید	مجید	N_SING	1	27	3	other	2
2	ناسزایی	ناسزایی	N_SING	1	27	3	other	2
3	به	به	P	1	27	3	other	2
4	من	من	PRO	1	27	3	other	2
5	گفت	گفت#گو	V_PA	1	27	3	verb	2
6	و	و	CON	1	27	3	other	2
7	من	من	PRO	1	27	3	other	2
8	تا	تا	P	1	27	3	other	2
9	عمر	عمر	N_SING	1	27	3	other	2
10	دارم	داشت#دار	V_PRS	1	27	3	other	2
11	او	او	PRO	1	27	3	other	2
12	را	را	CLITIC	1	27	3	other	2
13	نمی‌بخشم	None	V_PRS	1	27	3	other	2
14	.	.	DELM	1	27	3	other	2
1	خبرنگار	خبرنگار	N_SING	1	6	3	other	2
2	گزارشی	گزارش	ADJ	1	6	3	other	2
3	از	از	P	1	6	3	other	2
4	حرف‌های	حرف	N_PL	1	6	3	other	2
5	من	من	PRO	1	6	3	other	2
6	نوشت	نوشت#نویس	V_PA	1	6	3	verb	2
7	و	و	CON	1	6	3	other	2
8	آن	آن	PRO	1	6	3	other	2
9	را	را	CLITIC	1	6	3	other	2
10	در	در	P	1	6	3	other	2
11	روزنامه	روزنامه	N_SING	1	6	3	other	2
12	چاپ	چاپ	N_SING	1	6	3	other	2
13	کرد	کرد#کن	V_PA	1	6	3	other	2
14	.	.	DELM	1	6	3	other	2
1	معلمم	معلمم	N_SING	1	17	4	other	2
2	درسی	درسی	N_SING	1	17	4	other	2
3	که	که	CON	1	17	4	other	2
4	بسیار	بسیار	ADV	1	17	4	other	2
5	مفید	مفید	ADJ	1	17	4	other	2
6	بود	بود#باش	V_PA	1	17	4	other	2
7	به	به	P	1	17	4	other	2
8	من	من	PRO	1	17	4	other	2
9	آموخت	آموخت	V_PA	1	17	4	verb	2
10	و	و	CON	1	17	4	other	2
11	من	من	PRO	1	17	4	other	2
12	هرگز	هرگز	ADV_NEG	1	17	4	other	2
13	آن	آن	PRO	1	17	4	other	2
14	را	را	CLITIC	1	17	4	other	2
15	فراموش	فراموش	ADJ	1	17	4	other	2
16	نمی‌کنم	کرد#کن	V_PRS	1	17	4	other	2
17	.	.	DELM	1	17	4	other	2
1	مادرم	مادرم	ADV	2	3	4	other	2
2	لباسی	لباس	N_SING	2	3	4	other	2
3	برای	برای	P	2	3	4	other	2
4	دختر	دختر	N_SING	2	3	4	other	2
5	خاله‌ی	خاله	N_SING	2	3	4	other	2
6	دوست	دوست	N_SING	2	3	4	other	2
7	من	من	PRO	2	3	4	other	2
8	دوخت	دوخت	N_SING	2	3	4	verb	2
9	که	که	CON	2	3	4	other	2
10	زمستان	زمستان	N_SING	2	3	4	other	2
11	آن	آن	PRO	2	3	4	other	2
12	را	را	CLITIC	2	3	4	other	2
13	بپوشد	بود#باش	V_SUB	2	3	4	other	2
14	.	.	DELM	2	3	4	other	2
1	حمید	حمید	N_SING	1	4	1	other	2
2	تقاضایی	تقاضا	N_SING	1	4	1	other	2
3	از	از	P	1	4	1	other	2
4	مینا	مینا	N_SING	1	4	1	other	2
5	کرد	کرد#کن	V_PA	1	4	1	verb	2
6	و	و	CON	1	4	1	other	2
7	منتظر	منتظر	ADV	1	4	1	other	2
8	جواب	جواب	N_SING	1	4	1	other	2
9	شد	کرد#کن	V_PA	1	4	1	other	2
10	.	.	DELM	1	4	1	other	2
1	من	من	PRO	1	10	3	other	2
2	پولی	پولی	N_SING	1	10	3	other	2
3	از	از	P	1	10	3	other	2
4	مهسا	مهسا	N_SING	1	10	3	other	2
5	گرفتم	گرفت#گیر	V_PA	1	10	3	verb	2
6	چون	چون	CON	1	10	3	other	2
7	کیفم	کیفم	N_SING	1	10	3	other	2
8	را	را	CLITIC	1	10	3	other	2
9	در	در	P	1	10	3	other	2
10	خانه	خانه	N_SING	1	10	3	other	2
11	جا	جا	N_SING	1	10	3	other	2
12	گذاشته	گذاشت#گذار	V_PP	1	10	3	other	2
13	بودم	بود	V_PA	1	10	3	other	2
14	.	.	DELM	1	10	3	other	2
1	سپیده	None	N_SING	2	7	4	other	2
2	نقدی	نقد	ADJ	2	7	4	other	2
3	از	از	P	2	7	4	other	2
4	مقاله‌ی	مقاله	N_SING	2	7	4	other	2
5	اخیر	اخیر	ADJ	2	7	4	other	2
6	چامسکی	چامسکی	N_SING	2	7	4	other	2
7	خواند	خواند#خوان	V_PA	2	7	4	verb	2
8	که	که	CON	2	7	4	other	2
9	بسیار	بسیار	ADV	2	7	4	other	2
10	چالش	چالش	N_SING	2	7	4	other	2
11	برانگیز	برانگیز	ADJ	2	7	4	other	2
12	بود	بود#باش	V_PA	2	7	4	other	2
13	.	.	DELM	2	7	4	other	2
1	همسایه‌ام	همسایه‌ام	ADV	1	21	1	other	2
2	تذکری	تذکری	N_SING	1	21	1	other	2
3	به	به	P	1	21	1	other	2
4	دوستم	دوستم	N_SING	1	21	1	other	2
5	داد	داد#ده	V_PA	1	21	1	verb	2
6	و	و	CON	1	21	1	other	2
7	از	از	P	1	21	1	other	2
8	او	او	PRO	1	21	1	other	2
9	خواست	خواست#خواه	V_PA	1	21	1	other	2
10	کمتر	کم	ADJ_CMPR	1	21	1	other	2
11	سیگار	سیگار	N_SING	1	21	1	other	2
12	بکشد	کشید#کش	V_SUB	1	21	1	other	2
13	.	.	DELM	1	21	1	other	2
1	محسن	محسن	N_SING	1	12	2	other	2
2	اتهامی	اتهامی	N_SING	1	12	2	other	2
3	که	که	CON	1	12	2	other	2
4	اصلا	اصلاً	ADV	1	12	2	other	2
5	انتظارش	انتظارش	ADV	1	12	2	other	2
6	را	را	CLITIC	1	12	2	other	2
7	نداشتم	داشت#دار	V_PA	1	12	2	other	2
8	به	به	P	1	12	2	other	2
9	من	من	PRO	1	12	2	other	2
10	زد	زد#زن	V_PA	1	12	2	verb	2
11	اما	اما	CON	1	12	2	other	2
12	نتوانست	توانست#توان	V_PA	1	12	2	other	2
13	آن	آن	PRO	1	12	2	other	2
14	را	را	CLITIC	1	12	2	other	2
15	اثبات	اثبات	N_SING	1	12	2	other	2
16	کند	کرد#کن	V_SUB	1	12	2	other	2
17	.	.	DELM	1	12	2	other	2
1	بهنام	None	N_SING	1	20	3	other	2
2	مقاله‌ای	مقاله	N_SING	1	20	3	other	2
3	به	به	P	1	20	3	other	2
4	من	من	PRO	1	20	3	other	2
5	داد	داد#ده	V_PA	1	20	3	verb	2
6	و	و	CON	1	20	3	other	2
7	حسابی	حسابی	N_SING	1	20	3	other	2
8	کارم	کارم	N_SING	1	20	3	other	2
9	را	را	CLITIC	1	20	3	other	2
10	جلو	جلو	N_SING	1	20	3	other	2
11	انداخت	None	V_PA	1	20	3	other	2
12	.	.	DELM	1	20	3	other	2
1	من	من	PRO	1	30	4	other	2
2	شایعه‌ای	شایعه	N_SING	1	30	4	other	2
3	که	که	CON	1	30	4	other	2
4	اشتباه	اشتباه	N_SING	1	30	4	other	2
5	از	از	P	1	30	4	other	2
6	آب	آب	N_SING	1	30	4	other	2
7	درآمد	درآمد	N_SING	1	30	4	other	2
8	در	در	P	1	30	4	other	2
9	مورد	مورد	N_SING	1	30	4	other	2
10	ستاره	ستاره	N_SING	1	30	4	other	2
11	شنیدم	None	V_PA	1	30	4	verb	2
12	و	و	CON	1	30	4	other	2
13	خیلی	خیلی	ADV	1	30	4	other	2
14	عصبانی	عصبانی	ADJ	1	30	4	other	2
15	شدم	کرد#کن	V_PA	1	30	4	other	2
16	.	.	DELM	1	30	4	other	2
1	حامد	حامد	N_SING	1	33	1	other	2
2	استدلالی	استدلالی	N_SING	1	33	1	other	2
3	در	در	P	1	33	1	other	2
4	مورد	مورد	N_SING	1	33	1	other	2
5	مسئله	مسئله	N_SING	1	33	1	other	2
6	کرد	کرد#کن	V_PA	1	33	1	verb	2
7	ولی	ولی	CON	1	33	1	other	2
8	نتوانست	توانست#توان	V_PA	1	33	1	other	2
9	استادش	استادش	N_SING	1	33	1	other	2
10	را	را	CLITIC	1	33	1	other	2
11	مجاب	مجاب	N_SING	1	33	1	other	2
12	کند	کرد#کن	V_SUB	1	33	1	other	2
13	.	.	DELM	1	33	1	other	2
1	بهنام	None	N_SING	2	20	2	other	2
2	راهنمایی	راهنمایی	N_SING	2	20	2	other	2
3	به	به	P	2	20	2	other	2
4	دانشجوی	دانشجو	N_SING	2	20	2	other	2
5	ممتاز	ممتاز	ADJ	2	20	2	other	2
6	خود	خود	PRO	2	20	2	other	2
7	کرد	کرد#کن	V_PA	2	20	2	verb	2
8	که	که	CON	2	20	2	other	2
9	قابل	قابل	ADJ	2	20	2	other	2
10	قبول	قبول	ADJ	2	20	2	other	2
11	بود	بود#باش	V_PA	2	20	2	other	2
12	.	.	DELM	2	20	2	other	2
1	کوروش	کوروش	N_SING	2	18	1	other	2
2	نصیحتی	نصیحتی	N_SING	2	18	1	other	2
3	به	به	P	2	18	1	other	2
4	من	من	PRO	2	18	1	other	2
5	کرد	کرد#کن	V_PA	2	18	1	verb	2
6	که	که	CON	2	18	1	other	2
7	خیلی	خیلی	ADV	2	18	1	other	2
8	به	به	P	2	18	1	other	2
9	جا	جا	N_SING	2	18	1	other	2
10	بود	بود#باش	V_PA	2	18	1	other	2
11	.	.	DELM	2	18	1	other	2
1	همسرم	همسرم	PRO	2	15	4	other	2
2	شادی	شادی	N_SING	2	15	4	other	2
3	به	به	P	2	15	4	other	2
4	زندگی	زندگی	N_SING	2	15	4	other	2
5	کسالت	None	N_SING	2	15	4	other	2
6	بار	بار	N_SING	2	15	4	other	2
7	من	من	PRO	2	15	4	other	2
8	آورد	آورد#آور	V_PA	2	15	4	verb	2
9	که	که	CON	2	15	4	other	2
10	قابل	قابل	ADJ	2	15	4	other	2
11	وصف	وصف	N_SING	2	15	4	other	2
12	نبود	بود#باش	V_PA	2	15	4	other	2
13	.	.	DELM	2	15	4	other	2
1	همسرم	همسرم	PRO	2	15	2	other	2
2	ضربه‌ای	ضربه	N_SING	2	15	2	other	2
3	به	به	P	2	15	2	other	2
4	زندگی	زندگی	N_SING	2	15	2	other	2
5	کسالت	None	N_SING	2	15	2	other	2
6	بار	بار	N_SING	2	15	2	other	2
7	من	من	PRO	2	15	2	other	2
8	زد	زد#زن	V_PA	2	15	2	verb	2
9	که	که	CON	2	15	2	other	2
10	غیرقابل	غیرقابل	ADV	2	15	2	other	2
11	جبران	جبران	N_SING	2	15	2	other	2
12	است	است	V_PRS	2	15	2	other	2
13	.	.	DELM	2	15	2	other	2
1	کوروش	کوروش	N_SING	2	18	3	other	2
2	نکته‌ای	نکته	N_SING	2	18	3	other	2
3	به	به	P	2	18	3	other	2
4	من	من	PRO	2	18	3	other	2
5	فهماند	فهماند	V_SUB	2	18	3	verb	2
6	که	که	CON	2	18	3	other	2
7	خیلی	خیلی	ADV	2	18	3	other	2
8	به	به	P	2	18	3	other	2
9	جا	جا	N_SING	2	18	3	other	2
10	بود	بود#باش	V_PA	2	18	3	other	2
11	.	.	DELM	2	18	3	other	2
1	معلمم	معلمم	N_SING	1	17	2	other	2
